Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
3.59416E-12,0.000000001,0.000000001,0.858585859,0,0
1.1967E-11,0.000000004,0.000000002,0.854545455,0,0
1.85929E-11,0.00000001,0.000000003,0.846464646,0,0
1.49089E-10,0.000000031,0.000000023,0.84040404,0,0
4.7788E-10,0.000000144,0.000000074,0.834343434,0,0
1.37045E-9,0.000000281,0.000000213,0.832323232,0,0
2.85781E-9,0.000001052,0.000000444,0.826262626,0,0
8.12528E-9,0.00000301,0.000001264,0.818181818,0,0
4.25722E-8,0.000010337,0.00000662,0.814141414,0,0
5.92536E-8,0.00002643,0.000009215,0.808080808,0,0
2.92132E-7,0.000078943,0.000045428,0.804040404,0,0
2.9994E-7,0.000108937,0.000046642,0.802020202,0,0
4.36384E-7,0.000263518,0.000067858,0.793939394,0,0
5.75684E-7,0.00052159,0.000089517,0.783838384,0,0
1.04601E-6,0.001090821,0.00016264,0.76969697,0,0
3.49452E-6,0.002707072,0.000543144,0.755555556,0,0
7.01923E-6,0.005156766,0.001090382,0.747474747,0,0
1.21516E-5,0.010208831,0.001886145,0.735353535,0,0
2.91709E-5,0.025509864,0.004515923,0.721212121,0,0
4.24351E-5,0.053892814,0.006555892,0.705050505,0,0
8.21912E-5,0.104528862,0.012620374,0.688888889,0,0
1.33715E-4,0.201002928,0.020370599,0.670707071,0,0
1.74787E-4,0.307130348,0.026462169,0.656565657,0,0
1.83989E-4,0.414956771,0.027816513,0.644444444,0,0
1.90572E-4,0.508838071,0.028783156,0.634343434,0,0
1.99748E-4,0.605949001,0.030127265,0.624242424,0,0
2.20094E-4,0.711636993,0.03309442,0.614141414,0,0
2.25543E-4,0.756666795,0.033885981,0.61010101,0,0
2.36109E-4,0.803230796,0.03541727,0.606060606,0,0
2.41967E-4,0.923311069,0.03626403,0.595959596,0,0
2.49493E-4,1.02142801,0.037349959,0.587878788,0,0
2.51347E-4,1.121666093,0.037617067,0.57979798,0,0
2.58738E-4,1.223453652,0.038680367,0.571717172,0,0
2.62283E-4,1.301735918,0.039189621,0.565656566,0,0
2.78813E-4,1.409434734,0.04155676,0.557575758,0,0
2.9947E-4,1.526674429,0.04449868,0.549494949,0,0
3.2792E-4,1.78090966,0.048521031,0.533333333,0,0
3.60047E-4,2.023879883,0.053022721,0.519191919,0,0
3.96247E-4,2.255170276,0.058044248,0.507070707,0,0
4.22355E-4,2.541178595,0.061632977,0.492929293,0,0
4.44336E-4,2.760692785,0.064633207,0.482828283,0,0
4.76932E-4,3.041148327,0.06904738,0.470707071,0,0
5.10981E-4,3.292683865,0.07361383,0.460606061,0,0
5.64392E-4,3.510048102,0.080687575,0.452525253,0,0
6.10828E-4,3.802478449,0.086750302,0.442424242,0,0
6.39719E-4,4.054450195,0.090482219,0.434343434,0,0
6.54432E-4,4.313690185,0.092370996,0.426262626,0,0
6.76142E-4,4.51414246,0.09514371,0.42020202,0,0
7.21561E-4,4.798560302,0.100890086,0.412121212,0,0
7.41269E-4,5.019418496,0.10336087,0.406060606,0,0
7.71583E-4,5.260285935,0.107134909,0.397979798,0,0
8.21097E-4,5.567371123,0.113231522,0.391919192,0.033333333,0
8.38393E-4,5.816101138,0.115341644,0.385858586,0.033333333,0
8.73361E-4,6.076618676,0.119577033,0.37979798,0.033333333,0
8.95586E-4,6.253634236,0.122248066,0.375757576,0.033333333,0
9.91423E-4,6.540872637,0.133582383,0.36969697,0.066666667,0
1.02499E-3,6.843138509,0.137483075,0.363636364,0.066666667,0
1.04974E-3,7.050716549,0.140337088,0.35959596,0.066666667,0
1.08814E-3,7.267541118,0.144727417,0.355555556,0.083333333,0
1.16931E-3,7.500887918,0.153862588,0.351515152,0.083333333,0
1.19235E-3,7.855125641,0.156420311,0.345454545,0.083333333,0
1.20853E-3,8.096144896,0.158207268,0.341414141,0.083333333,0
1.22805E-3,8.341584722,0.160352555,0.337373737,0.083333333,0
1.23404E-3,8.588356008,0.161008882,0.333333333,0.083333333,0
1.23872E-3,8.836011533,0.161520388,0.329292929,0.083333333,0
1.24985E-3,9.085659057,0.1627355,0.325252525,0.083333333,0
1.25694E-3,9.337012301,0.16350852,0.321212121,0.083333333,0
1.26468E-3,9.589831113,0.164349358,0.317171717,0.083333333,0
1.276E-3,9.844091275,0.165576958,0.313131313,0.083333333,0
1.29383E-3,10.101187468,0.167503418,0.309090909,0.083333333,0
1.31366E-3,10.363341414,0.169634495,0.305050505,0.083333333,0
1.32678E-3,10.627886785,0.171039373,0.301010101,0.083333333,0
1.32932E-3,10.760819202,0.171310988,0.298989899,0.083333333,0
1.36938E-3,11.032353431,0.175567057,0.294949495,0.083333333,0
1.37339E-3,11.30670637,0.175990602,0.290909091,0.083333333,0
1.45958E-3,11.598488324,0.184992357,0.286868687,0.083333333,0
1.50384E-3,11.856126598,0.189538573,0.282828283,0.083333333,0
1.51295E-3,12.049112555,0.190467802,0.280808081,0.1,0
1.53515E-3,12.35475215,0.192724067,0.276767677,0.1,0
1.5944E-3,12.514192023,0.198684219,0.274747475,0.1,0
1.62751E-3,12.839623074,0.201976764,0.270707071,0.1,0
1.65619E-3,13.00524201,0.20480718,0.268686869,0.1,0
1.67883E-3,13.340305051,0.207027016,0.264646465,0.1,0
1.71868E-3,13.512172789,0.210904814,0.262626263,0.1,0
1.73584E-3,13.857940396,0.212563006,0.258585859,0.1,0
1.74209E-3,14.032149486,0.21316551,0.256565657,0.1,0
1.77386E-3,14.384191445,0.216212663,0.252525253,0.1,0
1.80929E-3,14.565120269,0.21958241,0.250505051,0.1,0
1.87903E-3,14.937397075,0.226132948,0.246464646,0.1,0
1.94456E-3,15.131853178,0.23218777,0.244444444,0.1,0
1.97033E-3,15.328886204,0.234543036,0.242424242,0.1,0
1.9921E-3,15.528096315,0.236521625,0.24040404,0.1,0
2.11675E-3,15.950036689,0.247655996,0.236363636,0.1,0
2.23287E-3,16.17332321,0.25773977,0.234343434,0.1,0
2.25174E-3,16.398497211,0.259353431,0.232323232,0.1,0
2.27258E-3,16.625754877,0.261126688,0.23030303,0.1,0
2.29532E-3,16.855286814,0.263052489,0.228282828,0.1,0
2.36635E-3,17.091922165,0.269003377,0.226262626,0.1,0
2.5072E-3,17.342641732,0.280522725,0.224242424,0.116666667,0
2.52213E-3,17.59485477,0.281722965,0.222222222,0.116666667,0
2.54595E-3,17.849449565,0.283628823,0.22020202,0.116666667,0
2.58515E-3,18.107964102,0.286743436,0.218181818,0.116666667,0
2.63153E-3,18.371116662,0.290393989,0.216161616,0.116666667,0
2.65219E-3,18.636335461,0.292008306,0.214141414,0.116666667,0
2.70307E-3,18.906642803,0.295952753,0.212121212,0.116666667,0
2.70449E-3,19.177092241,0.296062269,0.21010101,0.116666667,0
2.71303E-3,19.448395207,0.296719388,0.208080808,0.116666667,0
2.84688E-3,19.733083236,0.306866183,0.206060606,0.116666667,0
2.88452E-3,20.021534752,0.309666641,0.204040404,0.116666667,0
2.88607E-3,20.310141619,0.309781754,0.202020202,0.116666667,0
2.92428E-3,20.60257011,0.312601472,0.2,0.116666667,0
3.06488E-3,20.909058376,0.322779873,0.197979798,0.133333333,0
3.10151E-3,21.21920917,0.325382018,0.195959596,0.133333333,0
3.104E-3,21.529609029,0.325558246,0.193939394,0.133333333,0
3.13943E-3,21.843552156,0.328055397,0.191919192,0.133333333,0
3.18582E-3,22.162134531,0.331297129,0.18989899,0.133333333,0
3.23029E-3,22.485163118,0.334374754,0.187878788,0.133333333,0
3.24808E-3,22.809971217,0.335598593,0.185858586,0.133333333,0
3.27341E-3,23.137311797,0.337332537,0.183838384,0.133333333,0
3.34494E-3,23.471805367,0.342181535,0.181818182,0.133333333,0
3.40451E-3,23.812256333,0.346166208,0.17979798,0.133333333,0
3.40939E-3,24.153195555,0.346490644,0.177777778,0.133333333,0
3.47167E-3,24.500362821,0.350600986,0.175757576,0.133333333,0
3.49736E-3,24.850098973,0.352281358,0.173737374,0.133333333,0
3.50209E-3,25.200308298,0.352589924,0.171717172,0.133333333,0
3.54796E-3,25.555104768,0.35556613,0.16969697,0.133333333,0
3.55675E-3,25.91077968,0.356132957,0.167676768,0.133333333,0
3.56566E-3,26.267346106,0.3567072,0.165656566,0.133333333,0
3.58822E-3,26.626168024,0.358155447,0.163636364,0.133333333,0
3.71052E-3,26.997219788,0.365896037,0.161616162,0.133333333,0
3.7143E-3,27.368649628,0.366132357,0.15959596,0.133333333,0
3.7533E-3,27.743980062,0.368560219,0.157575758,0.133333333,0
3.80855E-3,28.124834903,0.371967145,0.155555556,0.133333333,0
3.94853E-3,28.519687963,0.380437527,0.153535354,0.133333333,0
3.99279E-3,28.91896662,0.383068139,0.151515152,0.133333333,0
4.0012E-3,29.319086749,0.383565792,0.149494949,0.133333333,0
4.04436E-3,29.531815395,0.386105897,0.147474747,0.133333333,0
4.09371E-3,30.136864441,0.388984347,0.145454545,0.15,0
4.15921E-3,30.320845527,0.392763576,0.143434343,0.15,0
4.24483E-3,30.561347258,0.397633885,0.143434343,0.166666667,0
4.295E-3,30.990847483,0.400451792,0.141414141,0.166666667,0
4.47716E-3,31.438563409,0.4104643,0.139393939,0.166666667,0
4.51806E-3,31.890369009,0.412666447,0.137373737,0.166666667,0
4.5401E-3,32.344379327,0.413846799,0.135353535,0.166666667,0
4.62874E-3,32.80725302,0.418544545,0.133333333,0.166666667,0
4.72619E-3,33.279871777,0.423623451,0.131313131,0.166666667,0
4.84377E-3,33.764249001,0.429634811,0.129292929,0.166666667,0
4.86626E-3,34.25087533,0.430770378,0.127272727,0.166666667,0
4.91785E-3,34.742660224,0.433357924,0.125252525,0.166666667,0
4.94248E-3,35.236908572,0.434585315,0.123232323,0.166666667,0
5.02698E-3,35.739606238,0.438755007,0.121212121,0.166666667,0
5.04903E-3,36.244508843,0.439833033,0.119191919,0.166666667,0
5.13819E-3,36.404991409,0.44415059,0.117171717,0.166666667,0
5.34606E-3,36.779114886,0.453961981,0.117171717,0.183333333,0
5.42429E-3,37.32154361,0.457565185,0.115151515,0.183333333,0
5.58463E-3,37.851370367,0.464804041,0.113131313,0.183333333,0
5.60421E-3,38.441321679,0.465675055,0.111111111,0.2,0
6.24413E-3,38.952541355,0.492652075,0.109090909,0.2,0
6.40609E-3,39.081930403,0.499053401,0.109090909,0.216666667,0
6.47836E-3,39.7297667,0.501858186,0.107070707,0.216666667,0
6.48984E-3,40.378751105,0.502300841,0.105050505,0.216666667,0
6.66779E-3,41.045530094,0.509062353,0.103030303,0.216666667,0
7.02994E-3,41.748523612,0.522270857,0.101010101,0.216666667,0
7.05025E-3,42.453548663,0.522990795,0.098989899,0.216666667,0
7.33633E-3,43.187181756,0.532903323,0.096969697,0.216666667,0
7.42698E-3,43.929880085,0.535958983,0.094949495,0.216666667,0
7.54648E-3,44.684528534,0.539926498,0.092929293,0.233333333,0
7.67024E-3,45.45155226,0.543964288,0.090909091,0.233333333,0
7.70413E-3,46.221964939,0.545057699,0.088888889,0.233333333,0
7.80293E-3,46.887150387,0.548215657,0.086868687,0.233333333,0
7.82028E-3,47.003993058,0.548765844,0.086868687,0.25,0
7.84272E-3,47.788265487,0.549475366,0.084848485,0.25,0
7.95987E-3,48.584252907,0.553143049,0.082828283,0.25,0
7.97034E-3,49.381286488,0.553467675,0.080808081,0.25,0
8.06594E-3,50.187880644,0.556412631,0.078787879,0.25,0
8.21927E-3,51.009807491,0.561055325,0.076767677,0.25,0
8.2605E-3,51.251993072,0.562287213,0.074747475,0.25,0
8.36162E-3,51.845969146,0.565279426,0.074747475,0.266666667,0
8.46644E-3,52.69261265,0.568338249,0.072727273,0.266666667,0
8.4898E-3,53.541592683,0.56901424,0.070707071,0.266666667,0
8.69683E-3,54.411275473,0.57491261,0.068686869,0.266666667,0
8.69849E-3,55.281124295,0.574959262,0.066666667,0.266666667,0
9.14441E-3,56.188499247,0.587128641,0.064646465,0.266666667,0
9.20604E-3,57.116534817,0.588755937,0.062626263,0.283333333,0
9.23022E-3,58.039557201,0.589390964,0.060606061,0.283333333,0
9.34549E-3,58.497617,0.592391151,0.058585859,0.283333333,0
9.4685E-3,58.986406747,0.595544633,0.058585859,0.3,0
9.54734E-3,59.94114074,0.597540478,0.056565657,0.3,0
9.58E-3,60.899140456,0.598361396,0.054545455,0.3,0
9.61607E-3,61.860747345,0.599264262,0.052525253,0.3,0
9.62202E-3,62.822949703,0.599412916,0.050505051,0.3,0
9.65613E-3,63.788563074,0.600262327,0.048484848,0.3,0
9.88254E-3,64.601229917,0.605810292,0.046464646,0.316666667,0
9.93286E-3,64.781849202,0.607022502,0.046464646,0.333333333,0
1.04835E-2,65.830195072,0.61981512,0.044444444,0.35,0
1.08332E-2,66.913510477,0.627516256,0.042424242,0.35,0
