Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
6.62097E-12,0.000000001,0.000000001,0.775757576,0,0
1.8267E-11,0.000000003,0.000000002,0.773737374,0,0
1.08395E-10,0.000000014,0.000000013,0.771717172,0,0
1.55646E-10,0.000000029,0.000000019,0.76969697,0,0
2.82424E-10,0.000000122,0.000000034,0.761616162,0,0
1.65347E-9,0.000000369,0.000000201,0.757575758,0,0
2.38941E-9,0.000001035,0.000000291,0.751515152,0,0
8.38086E-9,0.00000294,0.00000102,0.745454545,0,0
4.43651E-8,0.000012756,0.000005398,0.735353535,0,0
1.3027E-7,0.00003662,0.000015849,0.729292929,0,0
1.45846E-7,0.000051204,0.000017744,0.727272727,0,0
2.4167E-7,0.000119049,0.000029402,0.721212121,0,0
5.95776E-7,0.000259646,0.00007248,0.715151515,0,0
1.43605E-6,0.000536813,0.000174687,0.709090909,0,0
3.79415E-6,0.001260296,0.000461404,0.703030303,0,0
8.85111E-6,0.003281544,0.001075714,0.696969697,0,0
1.01931E-5,0.005278337,0.001238616,0.692929293,0,0
1.76943E-5,0.011491574,0.002148159,0.682828283,0,0
2.48235E-5,0.025276216,0.00301106,0.670707071,0,0
4.44526E-5,0.052284123,0.005379239,0.654545455,0,0
7.71902E-5,0.101021747,0.009303991,0.638383838,0,0
1.32127E-4,0.209212046,0.015820907,0.618181818,0,0
1.51089E-4,0.309417727,0.018050522,0.604040404,0,0
1.64115E-4,0.4055245,0.019576273,0.591919192,0,0
1.77032E-4,0.506616341,0.02108448,0.57979798,0,0
1.99071E-4,0.60200604,0.023647326,0.56969697,0,0
2.0731E-4,0.703747157,0.024601947,0.55959596,0,0
2.29609E-4,0.771976756,0.027176262,0.553535354,0,0
2.32967E-4,0.818470137,0.027562702,0.549494949,0,0
2.64831E-4,0.921148533,0.031215022,0.541414141,0,0
2.81087E-4,1.003636971,0.033067703,0.535353535,0,0
2.87469E-4,1.117249641,0.033793076,0.527272727,0,0
2.91874E-4,1.204469773,0.034293182,0.521212121,0,0
3.03819E-4,1.32419857,0.035646593,0.513131313,0,0
3.12558E-4,1.416987613,0.036634346,0.507070707,0.016666667,0
3.16233E-4,1.511503689,0.037049115,0.501010101,0.016666667,0
3.42284E-4,1.773302646,0.039979147,0.484848485,0.016666667,0
3.64468E-4,2.02175273,0.042460277,0.470707071,0.016666667,0
3.90857E-4,2.28585861,0.045394999,0.456565657,0.016666667,0
4.07533E-4,2.526434216,0.047240341,0.444444444,0.016666667,0
4.37769E-4,2.78155205,0.050567946,0.432323232,0.016666667,0
4.52548E-4,3.004699875,0.052186011,0.422222222,0.016666667,0
4.90066E-4,3.287969392,0.056269016,0.41010101,0.016666667,0
5.48855E-4,3.547654238,0.0625966,0.4,0.016666667,0
5.78768E-4,3.7706825,0.065783727,0.391919192,0.016666667,0
6.2855E-4,4.011549865,0.071040096,0.383838384,0.016666667,0
6.9101E-4,4.276365257,0.07755203,0.375757576,0.016666667,0
7.02338E-4,4.556728174,0.078723189,0.367676768,0.016666667,0
7.08973E-4,4.768602512,0.07940787,0.361616162,0.016666667,0
7.46842E-4,5.061292094,0.083296075,0.353535354,0.016666667,0
7.85924E-4,5.29382394,0.087274464,0.347474747,0.033333333,0
8.21836E-4,5.538379323,0.090899961,0.341414141,0.033333333,0
8.69471E-4,5.793772915,0.095664636,0.335353535,0.033333333,0
8.9287E-4,6.058255299,0.097986802,0.329292929,0.033333333,0
9.29631E-4,6.333158516,0.101611221,0.323232323,0.066666667,0
1.02212E-3,6.530470902,0.110601974,0.319191919,0.066666667,0
1.06836E-3,6.847802823,0.115030586,0.313131313,0.066666667,0
1.09243E-3,7.064407449,0.117317936,0.309090909,0.083333333,0
1.1091E-3,7.285574321,0.118895584,0.305050505,0.083333333,0
1.11663E-3,7.508381303,0.119606061,0.301010101,0.083333333,0
1.12614E-3,7.751692965,0.120501939,0.294949495,0.083333333,0
1.15806E-3,8.078459468,0.123495224,0.290909091,0.1,0
1.17356E-3,8.311660978,0.12494216,0.286868687,0.1,0
1.18814E-3,8.548162052,0.126297871,0.282828283,0.1,0
1.19721E-3,8.786716285,0.1271403,0.278787879,0.1,0
1.20673E-3,9.027174697,0.128020994,0.274747475,0.1,0
1.22909E-3,9.27252372,0.13008476,0.270707071,0.1,0
1.25666E-3,9.52340387,0.132615981,0.266666667,0.1,0
1.26671E-3,9.776017635,0.133534646,0.262626263,0.1,0
1.27667E-3,10.031224434,0.134443521,0.258585859,0.1,0
1.31263E-3,10.292418507,0.137708921,0.254545455,0.1,0
1.34917E-3,10.561636035,0.141002369,0.250505051,0.1,0
1.48905E-3,10.837791618,0.153378777,0.246464646,0.1,0
1.50153E-3,11.148285386,0.154465858,0.242424242,0.116666667,0
1.50395E-3,11.29867992,0.154675689,0.24040404,0.116666667,0
1.52597E-3,11.603423922,0.156585967,0.236363636,0.116666667,0
1.53124E-3,11.756547697,0.157041816,0.234343434,0.116666667,0
1.55616E-3,12.065537034,0.159190616,0.23030303,0.116666667,0
1.57932E-3,12.381193943,0.161177938,0.226262626,0.116666667,0
1.61136E-3,12.54232959,0.163911847,0.224242424,0.116666667,0
1.66066E-3,12.873311112,0.168084088,0.22020202,0.116666667,0
1.66105E-3,13.039416347,0.168117189,0.218181818,0.116666667,0
1.69336E-3,13.376815077,0.170828593,0.214141414,0.116666667,0
1.75257E-3,13.552071969,0.175751793,0.212121212,0.116666667,0
1.75667E-3,13.903321907,0.176090758,0.208080808,0.116666667,0
1.76204E-3,14.079526301,0.176534231,0.206060606,0.116666667,0
