X,Y,GadusMacrocephalus_PA1_RUN8 logistic values
-175.5,71.5,0.009995234
-174.5,71.5,0.011514014
-176.5,70.5,0.015406031
-175.5,70.5,0.017613763
-174.5,70.5,0.01941174
-170.5,70.5,0.027028479
-178.5,69.5,0.03244807
-177.5,69.5,0.033067703
-175.5,69.5,0.027562702
-174.5,69.5,0.031215021
-173.5,69.5,0.03396428
-172.5,69.5,0.035646595
-170.5,69.5,0.043689415
-169.5,69.5,0.04963096
-167.5,69.5,0.07872319
-171.5,68.5,0.05470685
-170.5,68.5,0.06289732
-168.5,68.5,0.09589339
-167.5,68.5,0.13353464
-169.5,67.5,0.0979868
-167.5,67.5,0.16391185
-169.5,66.5,0.11731794
-169.5,65.5,0.08226641
-179.5,63.5,0.582523
-177.5,63.5,0.35645592
-179.5,62.5,0.57000583
-177.5,62.5,0.4569697
-176.5,62.5,0.42772102
-174.5,62.5,0.39349192
-173.5,62.5,0.3967325
-179.5,61.5,0.578896
-178.5,61.5,0.5459069
-171.5,61.5,0.45640787
-168.5,61.5,0.5775349
-167.5,61.5,0.5828151
-168.5,60.5,0.57460946
157.5,59.5,0.37313625
158.5,59.5,0.4405575
159.5,59.5,0.43862718
174.5,59.5,0.036389727
175.5,59.5,0.030070182
-179.5,58.5,0.037626628
-146.5,58.5,0.07755203
-145.5,58.5,0.100882806
-144.5,58.5,0.15467569
167.5,58.5,0.030145384
171.5,58.5,0.26666924
173.5,58.5,0.04550788
178.5,58.5,0.033793077
-178.5,57.5,0.1271403
-177.5,57.5,0.16100127
-176.5,57.5,0.21958554
-175.5,57.5,0.16711436
-148.5,57.5,0.2663165
-144.5,57.5,0.17575179
-143.5,57.5,0.15658596
-140.5,57.5,0.20155059
-139.5,57.5,0.19423392
145.5,57.5,0.62944466
147.5,57.5,0.5866446
149.5,57.5,0.5375579
150.5,57.5,0.5099558
165.5,57.5,0.03997915
167.5,57.5,0.042047974
172.5,57.5,0.0900066
173.5,57.5,0.11911625
174.5,57.5,0.12006004
175.5,57.5,0.114331245
-176.5,56.5,0.15725781
-175.5,56.5,0.16976196
-150.5,56.5,0.04058843
-146.5,56.5,0.73121816
-143.5,56.5,0.15434451
-141.5,56.5,0.16117793
141.5,56.5,0.6418563
143.5,56.5,0.6311114
149.5,56.5,0.54391026
165.5,56.5,0.044233166
168.5,56.5,0.05827269
170.5,56.5,0.60695785
172.5,56.5,0.12719995
173.5,56.5,0.11889558
174.5,56.5,0.11503059
175.5,56.5,0.11269636
177.5,56.5,0.11553099
179.5,56.5,0.12288215
-152.5,55.5,0.04219899
-150.5,55.5,0.10161122
-149.5,55.5,0.14044796
-148.5,55.5,0.11060198
-145.5,55.5,0.13261598
-142.5,55.5,0.13444352
-140.5,55.5,0.1708286
-139.5,55.5,0.18029843
139.5,55.5,0.6812792
140.5,55.5,0.67104065
146.5,55.5,0.56129444
147.5,55.5,0.47984627
152.5,55.5,0.5263304
154.5,55.5,0.58414835
167.5,55.5,0.2996017
169.5,55.5,0.118277766
172.5,55.5,0.12349522
174.5,55.5,0.1200948
177.5,55.5,0.11960606
179.5,55.5,0.12525083
-177.5,54.5,0.14100237
-175.5,54.5,0.15919061
