X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-125.5,47.5,train,0.0037064685429335303,36.37262505179135,0.42903244592838485
-129.5,51.5,train,0.020010347954694807,92.25035338150809,0.8022426195143726
-149.5,57.5,train,0.010819667890321343,82.64876814419041,0.6868613079988728
-150.5,57.5,train,0.048977857344912,100.0,0.9085027435093661
-151.5,56.5,train,0.005866235882022429,48.74644288754436,0.5432252792726661
-153.5,55.5,train,0.0012491050909817884,9.794469835512746,0.20206269352367723
-154.5,54.5,train,9.391979475044451E-4,7.110256645246637,0.15994889103729912
-156.5,55.5,train,0.05203276398207272,100.0,0.9134095015505354
-158.5,54.5,train,0.01847037585667908,91.73074690712562,0.7892297443261671
-163.5,55.5,train,0.010620941219392553,82.56358128324715,0.6828603702481887
-163.5,56.5,train,0.010379901534404018,82.46024769579911,0.6778681805403103
-164.5,55.5,train,0.010367380211325081,82.45487981103773,0.6776045527822537
-164.5,56.5,train,0.010432116523070188,82.48263223457431,0.6789628989656094
-165.5,54.5,train,0.0603889005958207,100.0,0.9244864258286207
-165.5,57.5,train,0.00838038683934731,78.70859301909202,0.629486538197364
-165.5,58.5,train,0.008011670777102497,78.08426114460265,0.6189325578102167
-166.5,55.5,train,0.029337045144158126,97.10405222129926,0.8560634193839068
-167.5,54.5,train,0.036528744914553574,99.95789348939827,0.8810299769348857
-167.5,59.5,train,0.0078059185500940695,77.68836545661637,0.6127775975429135
-168.5,59.5,train,0.0078002053753682115,77.6578976644863,0.6126038528020405
-169.5,52.5,train,0.04050323385272296,100.0,0.8914368370133591
-169.5,53.5,train,0.010439667563860831,82.48586936187604,0.6791205955451071
-169.5,55.5,train,0.009599459052288931,81.88157204236569,0.6605682071897381
-169.5,56.5,train,0.010281436069847447,82.4180356018068,0.6757833475714001
-169.5,58.5,train,0.007979684503409424,78.0304031107769,0.6179885833916247
-170.5,54.5,train,0.012232302989048883,83.25431318335139,0.712631860584679
-170.5,55.5,train,0.0035874266478978095,32.36224424836718,0.42105494246824804
-170.5,56.5,train,0.010100107328273667,82.34030006359258,0.6718725720491253
-171.5,52.5,train,0.04271289180759614,100.0,0.8964716707602913
-171.5,53.5,train,0.006806348410891939,61.40996719365702,0.5798058356791965
-171.5,56.5,train,0.01630108497054698,90.02749849717158,0.7676969487563962
-171.5,60.5,train,0.006926454830055168,63.37944192826729,0.5840614649051282
-172.5,54.5,train,0.0029708790766918005,27.786724843882716,0.3758920166895237
-172.5,57.5,train,0.010122022346248236,82.34969502052242,0.6723502251795861
-172.5,59.5,train,0.007101891920128855,65.77114290557657,0.5901249242797795
-173.5,56.5,train,0.005267758530621294,45.19761187080228,0.516425477533425
-174.5,57.5,train,0.0013354643658362495,10.315989911516901,0.2130562905714335
-174.5,58.5,train,0.009469518340274399,81.72421984514851,0.6575057542154183
-174.5,60.5,train,0.007587653680198381,76.26719739824708,0.6060272064174863
-175.5,51.5,train,0.0026915642190874986,23.730537475363302,0.3530277204788954
-175.5,52.5,train,0.003985539501222217,39.731595998617735,0.44689932312293873
-175.5,60.5,train,0.007530946041902458,73.87772827459368,0.6042346868324497
-175.5,61.5,train,0.007172048044701038,67.56989081101187,0.5925004656950361
-176.5,58.5,train,0.004241825977973556,40.56549052456167,0.4623500141713628
-176.5,60.5,train,0.007510772133646215,73.66106845751874,0.6035930527637916
-176.5,61.5,train,0.007227727231762759,68.0060135140127,0.5943662972069241
-177.5,58.5,train,0.0011237721067485916,8.712222411336787,0.18555003697684147
-177.5,59.5,train,0.009156230125094542,81.3448422028604,0.6498898687299961
-177.5,61.5,train,0.007316384359593474,70.18119389325291,0.5973022245869987
-178.5,51.5,train,0.05359226777489988,100.0,0.9157168636375989
-178.5,58.5,train,5.840715448440515E-4,3.2535305908592513,0.10587265729524352
-178.5,59.5,train,0.005085641807915191,43.878638109142315,0.5076348695031975
141.5,47.5,train,0.005714486362688312,47.391651956810854,0.5367150548250585
172.5,52.5,train,0.016552694007588728,90.53003375943952,0.7704173849070044
172.5,53.5,train,0.0019492834587256681,15.751808215520123,0.28324587208755453
174.5,51.5,train,7.40436840603262E-4,5.227788971094311,0.13051710988679371
175.5,51.5,train,0.008303973026562283,78.57643566342625,0.6273476003110654
176.5,51.5,train,0.0010510796611333951,8.07454049447368,0.17565583791115533
178.5,51.5,train,0.048508090556545154,100.0,0.907698444019674
179.5,52.5,train,0.02236570897262703,93.04503225126903,0.819305541559736
