Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
1.19629E-12,0.000000001,0,0.925252525,0,0
3.6316E-12,0.000000003,0.000000001,0.911111111,0,0
1.03649E-11,0.000000011,0.000000002,0.884848485,0,0
2.56158E-11,0.000000026,0.000000004,0.868686869,0,0
1.28107E-10,0.000000102,0.000000021,0.846464646,0,0
6.29539E-10,0.000000295,0.000000104,0.834343434,0,0
2.90883E-9,0.00000121,0.000000479,0.822222222,0,0
4.97302E-9,0.00000279,0.000000819,0.814141414,0,0
3.04971E-8,0.000011847,0.000005022,0.804040404,0,0
6.82964E-8,0.000027946,0.000011247,0.797979798,0,0
1.49763E-7,0.000059842,0.000024662,0.791919192,0,0
6.75424E-7,0.000142876,0.000111214,0.787878788,0,0
1.11073E-6,0.000341128,0.000182877,0.783838384,0,0
2.07686E-6,0.000661769,0.000341892,0.77979798,0,0
2.30557E-6,0.001103225,0.000379529,0.775757576,0,0
3.79908E-6,0.002773978,0.000625226,0.765656566,0,0
5.82623E-6,0.005343058,0.000958522,0.755555556,0,0
1.32879E-5,0.010573006,0.002183425,0.743434343,0,0
1.89792E-5,0.026338528,0.003115689,0.723232323,0,0
4.68086E-5,0.052516903,0.007649296,0.707070707,0,0
8.37856E-5,0.102291746,0.013609706,0.690909091,0,0
1.35499E-4,0.200265439,0.021826376,0.672727273,0,0
1.82932E-4,0.312736315,0.029243637,0.658585859,0,0
1.97235E-4,0.409034837,0.031458116,0.648484848,0,0
2.41368E-4,0.520538866,0.038228042,0.638383838,0,0
2.551E-4,0.61956099,0.040315292,0.63030303,0,0
2.68664E-4,0.725385273,0.042368057,0.622222222,0,0
2.68896E-4,0.752274916,0.042403173,0.62020202,0,0
2.70988E-4,0.806379033,0.042718923,0.616161616,0,0
2.76036E-4,0.916006064,0.043480103,0.608080808,0,0
2.88446E-4,1.001568156,0.045346268,0.602020202,0,0
3.08082E-4,1.123488413,0.048284121,0.593939394,0,0
3.10241E-4,1.216419741,0.048605961,0.587878788,0,0
3.17339E-4,1.311229124,0.049662887,0.581818182,0,0
3.20291E-4,1.406870527,0.050101724,0.575757576,0,0
3.23738E-4,1.50356457,0.050613676,0.56969697,0,0
3.41886E-4,1.771030913,0.053299677,0.553535354,0,0
3.72854E-4,2.024025749,0.057848241,0.539393939,0,0
3.87291E-4,2.253600671,0.059953808,0.527272727,0,0
4.29051E-4,2.542302299,0.065991767,0.513131313,0,0
4.51496E-4,2.76553627,0.069205213,0.503030303,0,0
4.79591E-4,3.000458795,0.073196363,0.492929293,0,0
5.38706E-4,3.303548913,0.081483417,0.480808081,0,0
5.5214E-4,3.522099051,0.083346116,0.472727273,0,0
5.79463E-4,3.806571729,0.087111258,0.462626263,0,0
6.05031E-4,4.046751097,0.090606653,0.454545455,0,0
6.29635E-4,4.294398152,0.093945129,0.446464646,0,0
6.73716E-4,4.557167651,0.099865404,0.438383838,0,0
6.79567E-4,4.76036761,0.100645361,0.432323232,0,0
7.39638E-4,5.045895343,0.108576028,0.424242424,0,0
7.82118E-4,5.276525164,0.114100406,0.418181818,0,0
7.91542E-4,5.513570801,0.115316747,0.412121212,0,0
8.33573E-4,5.757694157,0.120701043,0.406060606,0,0
8.65212E-4,6.013153064,0.124710958,0.4,0,0
8.91981E-4,6.277608825,0.128075196,0.393939394,0.016666667,0
9.43159E-4,6.555597717,0.13443573,0.387878788,0.016666667,0
9.69944E-4,6.765691921,0.13772778,0.381818182,0.016666667,0
9.88664E-4,7.043438603,0.140013795,0.377777778,0.033333333,0
1.04528E-3,7.250045486,0.146854338,0.373737374,0.05,0
1.09578E-3,7.571998794,0.152864791,0.367676768,0.05,0
1.14606E-3,7.7990768,0.15876569,0.363636364,0.05,0
1.19581E-3,8.035738912,0.16452315,0.35959596,0.05,0
1.21337E-3,8.27819457,0.16653734,0.355555556,0.05,0
1.24715E-3,8.526844241,0.170383781,0.351515152,0.05,0
1.26513E-3,8.77902712,0.172415978,0.347474747,0.05,0
1.28124E-3,9.034900618,0.174229119,0.343434343,0.05,0
1.28602E-3,9.292011063,0.174764954,0.339393939,0.05,0
1.40341E-3,9.540553341,0.187723711,0.335353535,0.05,0
1.43463E-3,9.852884936,0.191102007,0.331313131,0.066666667,0
1.4678E-3,10.143869152,0.194659729,0.327272727,0.066666667,0
1.49376E-3,10.293245579,0.197423596,0.325252525,0.066666667,0
1.57313E-3,10.607737154,0.205754782,0.321212121,0.066666667,0
1.57743E-3,10.765480586,0.206201629,0.319191919,0.066666667,0
1.64711E-3,11.094556341,0.213366735,0.315151515,0.066666667,0
1.64778E-3,11.259334366,0.213434565,0.313131313,0.066666667,0
1.68394E-3,11.595347523,0.217101045,0.309090909,0.066666667,0
1.78271E-3,11.773618318,0.226945233,0.307070707,0.066666667,0
1.80205E-3,12.132935181,0.228843588,0.303030303,0.066666667,0
1.8447E-3,12.317405343,0.232998426,0.301010101,0.066666667,0
1.8823E-3,12.50563506,0.236623377,0.298989899,0.083333333,0
1.89848E-3,12.884499519,0.238173142,0.294949495,0.083333333,0
1.90256E-3,13.0747555,0.23856292,0.292929293,0.083333333,0
1.92232E-3,13.266987221,0.240444635,0.290909091,0.083333333,0
1.93441E-3,13.653002408,0.241591822,0.286868687,0.083333333,0
1.93577E-3,13.846579889,0.241721035,0.284848485,0.083333333,0
1.94171E-3,14.040750736,0.242282457,0.282828283,0.083333333,0
1.96766E-3,14.432853383,0.244727994,0.278787879,0.083333333,0
1.97128E-3,14.629981419,0.245068095,0.276767677,0.083333333,0
1.97348E-3,14.827329551,0.245274605,0.274747475,0.083333333,0
1.99095E-3,15.026424714,0.246909791,0.272727273,0.083333333,0
2.00551E-3,15.426498288,0.248267405,0.268686869,0.083333333,0
2.02003E-3,15.628500953,0.249615503,0.266666667,0.083333333,0
2.04331E-3,15.83283152,0.251767866,0.264646465,0.083333333,0
2.12479E-3,16.045310546,0.25920559,0.262626263,0.083333333,0
2.1362E-3,16.258930186,0.260234936,0.260606061,0.083333333,0
2.20744E-3,16.699700014,0.266599991,0.256565657,0.083333333,0
2.21471E-3,16.921170631,0.267243161,0.254545455,0.083333333,0
2.22018E-3,17.143188166,0.267726426,0.252525253,0.083333333,0
2.22964E-3,17.366152067,0.268561147,0.250505051,0.083333333,0
2.26538E-3,17.592690079,0.271696518,0.248484848,0.083333333,0
2.27827E-3,17.820517076,0.272820689,0.246464646,0.083333333,0
2.28636E-3,18.049153127,0.273524525,0.244444444,0.083333333,0
2.29338E-3,18.278491019,0.274133986,0.242424242,0.083333333,0
