X,Y,GadusMacrocephalus_PA1_RUN2 logistic values
-176.5,71.5,0.26968262
-175.5,71.5,0.2985038
-173.5,71.5,0.31475896
-174.5,70.5,0.3400221
-171.5,70.5,0.3715378
-176.5,69.5,0.35194543
-174.5,69.5,0.36608732
-173.5,69.5,0.37627223
-169.5,69.5,0.4236668
-168.5,69.5,0.44172895
-166.5,69.5,0.48679683
-175.5,68.5,0.38082784
-173.5,68.5,0.4016072
-172.5,68.5,0.40839216
-170.5,68.5,0.4366384
-169.5,68.5,0.45269614
-167.5,68.5,0.5098317
-172.5,67.5,0.42538264
-171.5,67.5,0.44320816
-169.5,66.5,0.49487245
-168.5,66.5,0.5243585
-169.5,64.5,0.46802616
-179.5,63.5,0.6864386
-178.5,62.5,0.6361228
-177.5,62.5,0.61778665
-176.5,62.5,0.609424
-174.5,62.5,0.6076751
-173.5,62.5,0.616866
-167.5,62.5,0.7139921
-179.5,61.5,0.6460183
-170.5,61.5,0.6613317
-169.5,61.5,0.67209464
-168.5,61.5,0.70157677
-168.5,60.5,0.6944104
-167.5,60.5,0.7044951
157.5,59.5,0.5640924
158.5,59.5,0.59362423
159.5,59.5,0.6036358
-179.5,58.5,0.14847124
-146.5,58.5,0.27346498
-145.5,58.5,0.311321
-144.5,58.5,0.38027868
156.5,58.5,0.5603184
157.5,58.5,0.5838362
167.5,58.5,0.13772799
168.5,58.5,0.16635555
169.5,58.5,0.22305112
172.5,58.5,0.15805148
175.5,58.5,0.18529777
-177.5,57.5,0.38547316
-176.5,57.5,0.44331747
-175.5,57.5,0.33938986
-146.5,57.5,0.29770586
145.5,57.5,0.6539217
154.5,57.5,0.5495723
165.5,57.5,0.15803933
166.5,57.5,0.15196685
167.5,57.5,0.16486429
168.5,57.5,0.16133215
175.5,57.5,0.33705977
179.5,57.5,0.14380471
-150.5,56.5,0.18689705
-149.5,56.5,0.24991259
-148.5,56.5,0.33422455
-146.5,56.5,0.7478854
-144.5,56.5,0.36075306
-143.5,56.5,0.3683172
-141.5,56.5,0.38458586
-140.5,56.5,0.3858095
-139.5,56.5,0.4255713
-138.5,56.5,0.44836873
141.5,56.5,0.69408625
142.5,56.5,0.68757606
143.5,56.5,0.6837538
148.5,56.5,0.618188
153.5,56.5,0.48057187
154.5,56.5,0.61770785
167.5,56.5,0.13691758
168.5,56.5,0.21939184
170.5,56.5,0.69267833
173.5,56.5,0.33791348
175.5,56.5,0.33038035
177.5,56.5,0.33204234
-171.5,55.5,0.46394452
-152.5,55.5,0.18853395
-151.5,55.5,0.2595808
-149.5,55.5,0.34140465
-147.5,55.5,0.31359708
-146.5,55.5,0.31922573
-144.5,55.5,0.3249896
-141.5,55.5,0.37998712
-140.5,55.5,0.3975813
-139.5,55.5,0.41382357
-138.5,55.5,0.45494923
139.5,55.5,0.722471
140.5,55.5,0.7262805
141.5,55.5,0.7033992
144.5,55.5,0.6496821
147.5,55.5,0.57961446
148.5,55.5,0.58038324
150.5,55.5,0.58856755
152.5,55.5,0.5925155
153.5,55.5,0.5692407
154.5,55.5,0.6281801
165.5,55.5,0.808545
168.5,55.5,0.37273413
170.5,55.5,0.47693285
172.5,55.5,0.33911303
173.5,55.5,0.33510542
175.5,55.5,0.3339049
176.5,55.5,0.3345236
-174.5,54.5,0.37820143
-173.5,54.5,0.38653663
-171.5,54.5,0.44641566
-169.5,54.5,0.58871925
-156.5,54.5,0.28590688
-151.5,54.5,0.32295996
-146.5,54.5,0.32231367
-139.5,54.5,0.4207121
-137.5,54.5,0.45669487
-135.5,54.5,0.4758626
-134.5,54.5,0.62068206
143.5,54.5,0.6849699
149.5,54.5,0.546826
151.5,54.5,0.5783326
153.5,54.5,0.59584993
163.5,54.5,0.07252359
165.5,54.5,0.112160206
168.5,54.5,0.7241887
169.5,54.5,0.4123242
171.5,54.5,0.34025955
173.5,54.5,0.3414003
174.5,54.5,0.334095
175.5,54.5,0.524119
176.5,54.5,0.520859
177.5,54.5,0.58490306
178.5,54.5,0.6751728
-179.5,53.5,0.696705
-178.5,53.5,0.348155
-177.5,53.5,0.347417
