X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-125.5,47.5,train,0.0038017997234667893,36.59133713485963,0.43644125420293356
-129.5,51.5,train,0.024391671746762867,97.33483612691745,0.8324580955258665
-149.5,57.5,train,0.012672934752097898,87.38107506211034,0.7207885084024486
-153.5,55.5,train,0.0012300221862218538,8.290692940949066,0.20035771236085675
-154.5,54.5,train,9.142968452332038E-4,6.450228699524864,0.15700381242459346
-158.5,54.5,train,0.02282855672976792,94.7214765081096,0.8230165198054458
-161.5,56.5,train,0.01073827518696176,84.25932476221816,0.6862664954781102
-163.5,55.5,train,0.012572439415661872,87.17251612169999,0.7191834186888927
-163.5,56.5,train,0.012730069699075457,87.4996605042635,0.7216929005209826
-164.5,55.5,train,0.01199116042332168,85.52424340820127,0.7095248280554489
-164.5,56.5,train,0.012593341557748633,87.21589453704287,0.7195187813411725
-164.5,57.5,train,0.010121292261093921,82.00880382463028,0.6733880487719446
-165.5,54.5,train,0.08361828854689768,100.0,0.9445470137803491
-165.5,55.5,train,0.02077063582173829,93.61871407152266,0.8088334345193547
-167.5,54.5,train,0.04415443675800811,100.0,0.8999438686841337
-167.5,55.5,train,0.02634215511443044,98.9285321340123,0.8429148790268608
-167.5,56.5,train,0.011512701051701615,84.87640154294182,0.7010616579311778
-167.5,58.5,train,0.009859042356789567,79.82105660958469,0.6675881383017847
-167.5,59.5,train,0.009995169744665041,80.40353889443449,0.6706242033562184
-168.5,59.5,train,0.009670547384384503,79.55475350288869,0.6632905084355447
-169.5,52.5,train,0.04686917987452894,100.0,0.905189826055926
-169.5,55.5,train,0.01086597784967593,84.36108059089005,0.6888062345923924
-169.5,56.5,train,0.010831741794953935,84.33380067227714,0.6881293939794919
-170.5,54.5,train,0.013240687615574925,88.0797868030222,0.7295226629129007
-170.5,55.5,train,0.003700498182736781,35.03055675257059,0.4298103625554107
-170.5,56.5,train,0.010332714406140224,83.4562380479486,0.677918543556913
-170.5,58.5,train,0.008576919221117646,73.39418960054968,0.6359855829522929
-170.5,59.5,train,0.009067251399775598,78.00159483425152,0.6487562888491407
-171.5,52.5,train,0.0482078593636409,100.0,0.9075792778686083
-171.5,53.5,train,0.00687127888225003,59.79888615851587,0.5832812319059927
-171.5,58.5,train,0.008544312167802343,73.19569399612199,0.6351033212754543
-171.5,59.5,train,0.008610360515626402,73.60614847034331,0.6368859965176988
-172.5,53.5,train,0.0036795657073481116,34.68976656872821,0.42842068584599075
-172.5,57.5,train,0.010247733481554961,82.89474633786271,0.6761127069625144
-172.5,58.5,train,0.01096017895035432,84.43614176194558,0.6906535005935671
-172.5,59.5,train,0.00776603432059037,68.45178309745681,0.612697972087981
-173.5,51.5,train,0.001234931438697961,8.34200794694686,0.20099664796356762
-173.5,56.5,train,0.0054058557770062556,48.92141964675995,0.5240789610141349
-173.5,57.5,train,0.008512242301382037,73.00046851967495,0.6342314129339786
-173.5,60.5,train,0.00827581980556919,70.56626993009252,0.6276727180331014
-174.5,57.5,train,0.001175131375035417,8.007085115192956,0.19314349751868887
-175.5,51.5,train,0.002688740949428824,24.23471073722211,0.35388183941339035
-175.5,52.5,train,0.0037068549707064856,35.102706130661424,0.43023104384397315
-175.5,60.5,train,0.007620306183609239,67.75229599904192,0.6081933081219516
-176.5,60.5,train,0.007414321311515634,67.13446089127692,0.6016442992543978
-176.5,61.5,train,0.007370159316392365,66.9318390232243,0.6002116256835082
-177.5,58.5,train,9.127153399215482E-4,6.444155923954563,0.15677481151729988
-178.5,51.5,train,0.0604145974451374,100.0,0.9248495097318616
-178.5,58.5,train,4.4948517857145885E-4,2.330742346265197,0.08388118282557319
-179.5,51.5,train,0.027802878294104293,100.0,0.8499293681992829
-179.5,52.5,train,0.031384813559133765,100.0,0.8647402031090368
141.5,47.5,train,0.004003908479842622,37.70518335332442,0.44922033418558516
173.5,53.5,train,0.0020531291712177716,14.558342653059922,0.29489501210316194
174.5,51.5,train,6.478501235266658E-4,4.174466557960919,0.11658357815833857
174.5,52.5,train,0.05794749994526192,100.0,0.9218998821405577
175.5,52.5,train,0.059374082926831405,100.0,0.9236330925875121
176.5,51.5,train,9.354125048457482E-4,6.531310097671802,0.16004947184558774
176.5,52.5,train,0.009680577431230119,79.56892345569966,0.6635219878507075
177.5,51.5,train,0.009058612986746793,77.96482858221685,0.6485390602734553
179.5,52.5,train,0.023064793990563562,94.95056683970037,0.824511130453218
