X,Y,GadusMacrocephalus_PA1_RUN1 logistic values
-179.5,72.5,0.14490177
-176.5,71.5,0.18953392
-173.5,71.5,0.21564835
-176.5,70.5,0.23390974
-178.5,69.5,0.2924099
-177.5,69.5,0.293158
-168.5,69.5,0.34779587
-167.5,69.5,0.37397167
-174.5,68.5,0.32640728
-173.5,68.5,0.3353112
-169.5,68.5,0.36591002
-168.5,68.5,0.39333248
-167.5,68.5,0.4292556
-172.5,67.5,0.34259075
-171.5,67.5,0.36191458
-170.5,67.5,0.37893802
-169.5,67.5,0.3950906
-167.5,67.5,0.4522151
-169.5,66.5,0.41383684
-168.5,66.5,0.44284233
-168.5,65.5,0.40019655
-169.5,64.5,0.41645077
-168.5,64.5,0.46373656
-179.5,63.5,0.63633573
-167.5,63.5,0.6231958
-177.5,62.5,0.5826308
-179.5,61.5,0.6255198
-178.5,61.5,0.6097221
-173.5,61.5,0.59629834
-170.5,61.5,0.6017328
-169.5,61.5,0.6099234
-168.5,61.5,0.6388163
-167.5,61.5,0.64251584
-170.5,60.5,0.62762046
175.5,60.5,0.13312374
177.5,60.5,0.12586036
157.5,59.5,0.54351276
158.5,59.5,0.57213724
173.5,59.5,0.12246394
174.5,59.5,0.10535442
175.5,59.5,0.093120694
176.5,59.5,0.09147252
178.5,59.5,0.10048104
-179.5,58.5,0.10327667
-144.5,58.5,0.2692947
155.5,58.5,0.51617485
156.5,58.5,0.5427224
157.5,58.5,0.56690544
168.5,58.5,0.119569354
173.5,58.5,0.12489194
174.5,58.5,0.12746154
175.5,58.5,0.13223526
177.5,58.5,0.12429609
-175.5,57.5,0.27368572
-145.5,57.5,0.27034137
-140.5,57.5,0.33543992
-139.5,57.5,0.33304253
143.5,57.5,0.65635955
144.5,57.5,0.6266421
146.5,57.5,0.6321314
147.5,57.5,0.6221866
150.5,57.5,0.58883005
154.5,57.5,0.53002
168.5,57.5,0.113676876
171.5,57.5,0.50469816
172.5,57.5,0.21507256
176.5,57.5,0.19248405
-178.5,56.5,0.27074093
-176.5,56.5,0.2901816
-148.5,56.5,0.23548469
-147.5,56.5,0.2599846
-146.5,56.5,0.71583444
142.5,56.5,0.6451575
143.5,56.5,0.6477227
154.5,56.5,0.6090143
165.5,56.5,0.118740976
173.5,56.5,0.25674173
174.5,56.5,0.25275168
176.5,56.5,0.19053265
177.5,56.5,0.25225908
179.5,56.5,0.25834447
-179.5,55.5,0.2645861
-177.5,55.5,0.27478418
-174.5,55.5,0.31570646
-172.5,55.5,0.3451308
-150.5,55.5,0.19937292
-148.5,55.5,0.21201982
-147.5,55.5,0.22090247
-144.5,55.5,0.23289473
-143.5,55.5,0.25486135
-141.5,55.5,0.28670096
-138.5,55.5,0.36107048
-137.5,55.5,0.4112741
-136.5,55.5,0.41264373
140.5,55.5,0.6635988
144.5,55.5,0.60337305
146.5,55.5,0.61317897
147.5,55.5,0.5561453
148.5,55.5,0.56378627
150.5,55.5,0.57926655
152.5,55.5,0.58303803
164.5,55.5,0.0741556
165.5,55.5,0.81486577
168.5,55.5,0.29050422
169.5,55.5,0.2501046
173.5,55.5,0.25281474
175.5,55.5,0.25266892
179.5,55.5,0.25920582
-179.5,54.5,0.26284945
-178.5,54.5,0.26752475
-173.5,54.5,0.3048094
-171.5,54.5,0.3593607
-169.5,54.5,0.5168413
-168.5,54.5,0.76138496
-156.5,54.5,0.18533504
-152.5,54.5,0.2273539
-151.5,54.5,0.22957979
-150.5,54.5,0.7399524
-147.5,54.5,0.22254957
-146.5,54.5,0.23159635
-139.5,54.5,0.3296768
-136.5,54.5,0.37870875
-134.5,54.5,0.54753375
140.5,54.5,0.6893696
141.5,54.5,0.64919966
143.5,54.5,0.6100045
144.5,54.5,0.41815495
146.5,54.5,0.36608768
147.5,54.5,0.47182238
153.5,54.5,0.5835472
163.5,54.5,0.03942791
165.5,54.5,0.061120994
166.5,54.5,0.46127665
167.5,54.5,0.85253155
169.5,54.5,0.3304219
170.5,54.5,0.34054852
171.5,54.5,0.25582862
173.5,54.5,0.25784656
174.5,54.5,0.25109622
176.5,54.5,0.4557042
177.5,54.5,0.5325205
179.5,54.5,0.8331265
-179.5,53.5,0.6687036
-160.5,53.5,0.03836577
-159.5,53.5,0.10274833
-155.5,53.5,0.19003415
-154.5,53.5,0.19268051
-152.5,53.5,0.22419217
-138.5,53.5,0.29343808
-134.5,53.5,0.34974572
-133.5,53.5,0.44887152
144.5,53.5,0.46784636
145.5,53.5,0.30993977
146.5,53.5,0.306651
147.5,53.5,0.40375707
148.5,53.5,0.39355823
151.5,53.5,0.5397887
154.5,53.5,0.6678718
163.5,53.5,0.158409
165.5,53.5,0.24940217
168.5,53.5,0.17792688
169.5,53.5,0.4479015
170.5,53.5,0.6036341
175.5,53.5,0.25123152
177.5,53.5,0.2622952
-177.5,52.5,0.3059025
-160.5,52.5,0.18239762
-155.5,52.5,0.18732701
-154.5,52.5,0.18057711
-152.5,52.5,0.18688592
-133.5,52.5,0.38967866
144.5,52.5,0.5822425
145.5,52.5,0.39974177
149.5,52.5,0.45780784
152.5,52.5,0.577569
153.5,52.5,0.60967946
162.5,52.5,0.036748566
167.5,52.5,0.19396639
170.5,52.5,0.032864943
171.5,52.5,0.17059383
-170.5,51.5,0.13871892
-162.5,51.5,0.16703829
-159.5,51.5,0.15117481
-134.5,51.5,0.23560345
-130.5,51.5,0.5675592
144.5,51.5,0.63831306
147.5,51.5,0.40287483
148.5,51.5,0.4048034
149.5,51.5,0.41075006
151.5,51.5,0.4573317
153.5,51.5,0.55514026
154.5,51.5,0.6454892
155.5,51.5,0.58790874
161.5,51.5,0.07189771
163.5,51.5,0.10873569
164.5,51.5,0.08910257
166.5,51.5,0.21648754
167.5,51.5,0.5964203
169.5,51.5,0.29358625
170.5,51.5,0.12128374
173.5,51.5,0.023688933
-178.5,50.5,0.050722156
-177.5,50.5,0.044998955
-170.5,50.5,0.11531331
-168.5,50.5,0.17445321
-164.5,50.5,0.15612133
-163.5,50.5,0.14434297
-133.5,50.5,0.2018813
-132.5,50.5,0.21815026
-129.5,50.5,0.4109089
144.5,50.5,0.5876594
145.5,50.5,0.527504
146.5,50.5,0.46456093
148.5,50.5,0.4229456
151.5,50.5,0.39743897
159.5,50.5,0.010279778
160.5,50.5,0.07383706
162.5,50.5,0.07452233
164.5,50.5,0.07392251
165.5,50.5,0.12706526
166.5,50.5,0.13610743
168.5,50.5,0.19912754
169.5,50.5,0.25804666
175.5,50.5,0.14401837
