X,Y,GadusMacrocephalus_PA1_RUN10 logistic values
-176.5,71.5,0.17782964
-171.5,70.5,0.28816912
-178.5,69.5,0.29907435
-175.5,69.5,0.27013242
-172.5,69.5,0.3065727
-170.5,69.5,0.33638114
-168.5,69.5,0.37432656
-167.5,69.5,0.40441036
-176.5,68.5,0.27472383
-172.5,68.5,0.33306512
-172.5,67.5,0.3540312
-168.5,66.5,0.48266518
-169.5,65.5,0.3672376
-168.5,65.5,0.40905645
-179.5,63.5,0.7009931
-176.5,63.5,0.55200434
-173.5,62.5,0.6084291
-172.5,62.5,0.6000471
-166.5,62.5,0.7861815
-174.5,61.5,0.6379704
-172.5,61.5,0.6482408
-167.5,61.5,0.7323012
-167.5,60.5,0.7236483
175.5,60.5,0.105442554
176.5,60.5,0.09035057
177.5,60.5,0.099721484
178.5,60.5,0.15243968
157.5,59.5,0.53891677
158.5,59.5,0.5787611
159.5,59.5,0.5917432
176.5,59.5,0.06735573
179.5,59.5,0.10042972
-146.5,58.5,0.1469849
165.5,58.5,0.05118806
168.5,58.5,0.091076456
169.5,58.5,0.13866657
171.5,58.5,0.34239718
172.5,58.5,0.08227196
173.5,58.5,0.09293507
175.5,58.5,0.09786686
176.5,58.5,0.066372566
-179.5,57.5,0.21170051
-176.5,57.5,0.30888087
-148.5,57.5,0.34262294
-146.5,57.5,0.16720548
-144.5,57.5,0.25974268
-143.5,57.5,0.24185091
-141.5,57.5,0.26529297
143.5,57.5,0.6928832
145.5,57.5,0.6606165
149.5,57.5,0.6032661
165.5,57.5,0.08482482
166.5,57.5,0.07787623
167.5,57.5,0.08746299
171.5,57.5,0.4670523
175.5,57.5,0.19864897
178.5,57.5,0.08874132
179.5,57.5,0.072170794
-178.5,56.5,0.2138531
-176.5,56.5,0.23595475
-174.5,56.5,0.3212262
-150.5,56.5,0.08270427
-144.5,56.5,0.22560439
-143.5,56.5,0.23323299
-142.5,56.5,0.23747697
-140.5,56.5,0.25141326
-139.5,56.5,0.29416803
-138.5,56.5,0.32002425
-137.5,56.5,0.42928734
141.5,56.5,0.7117064
144.5,56.5,0.6368359
145.5,56.5,0.64307344
146.5,56.5,0.6136298
148.5,56.5,0.6129524
149.5,56.5,0.6041331
152.5,56.5,0.52940196
154.5,56.5,0.61205125
165.5,56.5,0.090167396
166.5,56.5,0.16123003
167.5,56.5,0.06729449
169.5,56.5,0.17398925
174.5,56.5,0.19562744
176.5,56.5,0.1429026
-179.5,55.5,0.20646973
-176.5,55.5,0.22438058
-175.5,55.5,0.23541763
-173.5,55.5,0.2855748
-171.5,55.5,0.33338097
-151.5,55.5,0.13502923
-149.5,55.5,0.20636532
-144.5,55.5,0.1913412
-143.5,55.5,0.21271273
-142.5,55.5,0.21185501
-141.5,55.5,0.24518347
-139.5,55.5,0.28116074
-138.5,55.5,0.32746437
-137.5,55.5,0.38490584
144.5,55.5,0.65400946
145.5,55.5,0.6546332
147.5,55.5,0.56227225
152.5,55.5,0.5795421
154.5,55.5,0.62646264
165.5,55.5,0.81653774
167.5,55.5,0.37717152
168.5,55.5,0.23358423
169.5,55.5,0.19600101
171.5,55.5,0.20132859
174.5,55.5,0.19737667
175.5,55.5,0.19621049
179.5,55.5,0.20116985
-179.5,54.5,0.20557794
-178.5,54.5,0.2102891
-177.5,54.5,0.21447954
-176.5,54.5,0.22142953
-173.5,54.5,0.24838343
-169.5,54.5,0.49142042
-168.5,54.5,0.7660761
-153.5,54.5,0.1906925
-148.5,54.5,0.2787237
-147.5,54.5,0.18024673
-146.5,54.5,0.18862921
-141.5,54.5,0.22559981
140.5,54.5,0.810897
143.5,54.5,0.6987034
144.5,54.5,0.4659857
147.5,54.5,0.47196206
149.5,54.5,0.5195402
151.5,54.5,0.5613843
153.5,54.5,0.5847731
154.5,54.5,0.68307865
162.5,54.5,0.24057792
165.5,54.5,0.03893543
166.5,54.5,0.41143274
169.5,54.5,0.27499875
171.5,54.5,0.20255822
177.5,54.5,0.4846451
179.5,54.5,0.82793164
-179.5,53.5,0.6403679
-175.5,53.5,0.22480008
-174.5,53.5,0.2265195
-160.5,53.5,0.026292434
-157.5,53.5,0.13423547
-156.5,53.5,0.13544682
-155.5,53.5,0.1538115
-154.5,53.5,0.15484208
-153.5,53.5,0.13100286
-136.5,53.5,0.31302017
-133.5,53.5,0.41530716
146.5,53.5,0.30544606
148.5,53.5,0.37918413
150.5,53.5,0.46020862
152.5,53.5,0.555302
153.5,53.5,0.5973303
165.5,53.5,0.19821607
167.5,53.5,0.04948258
168.5,53.5,0.13257676
169.5,53.5,0.39831367
170.5,53.5,0.57119405
176.5,53.5,0.20329568
178.5,53.5,0.3723499
179.5,53.5,0.42516965
-178.5,52.5,0.25899732
-177.5,52.5,0.2512387
-163.5,52.5,0.09423343
-161.5,52.5,0.14489621
-160.5,52.5,0.14966089
-159.5,52.5,0.13327211
-158.5,52.5,0.13290063
-154.5,52.5,0.141414
-152.5,52.5,0.146183
-133.5,52.5,0.3483725
145.5,52.5,0.42813513
148.5,52.5,0.4391634
151.5,52.5,0.48765433
152.5,52.5,0.5716838
154.5,52.5,0.6764395
164.5,52.5,0.08957256
167.5,52.5,0.14703514
169.5,52.5,0.18966618
178.5,52.5,0.51379067
-170.5,51.5,0.10477372
-167.5,51.5,0.100950055
-162.5,51.5,0.13460852
-160.5,51.5,0.14682905
-159.5,51.5,0.11712644
-134.5,51.5,0.18865661
-132.5,51.5,0.24385276
-130.5,51.5,0.5548616
145.5,51.5,0.49587533
151.5,51.5,0.4407906
152.5,51.5,0.52110106
153.5,51.5,0.5466097
159.5,51.5,0.14396474
163.5,51.5,0.07574051
166.5,51.5,0.16734768
167.5,51.5,0.56329
168.5,51.5,0.18792593
170.5,51.5,0.085882716
