Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
6.76844E-12,0.000000001,0.000000001,0.826262626,0,0
8.06209E-12,0.000000003,0.000000002,0.822222222,0,0
7.94149E-11,0.000000018,0.000000016,0.81010101,0,0
9.37623E-11,0.000000027,0.000000019,0.808080808,0,0
2.5084E-10,0.000000123,0.000000051,0.797979798,0,0
1.2644E-9,0.000000352,0.000000257,0.793939394,0,0
3.16382E-9,0.000001297,0.000000644,0.785858586,0,0
2.23395E-8,0.000004644,0.000004544,0.77979798,0,0
3.8529E-8,0.000011483,0.000007837,0.775757576,0,0
8.09648E-8,0.000026616,0.000016469,0.771717172,0,0
1.41687E-7,0.000054914,0.000028821,0.767676768,0,0
2.51844E-7,0.000100351,0.000051227,0.763636364,0,0
6.12775E-7,0.000265153,0.000124633,0.755555556,0,0
8.431E-7,0.000580721,0.000171471,0.747474747,0,0
1.52525E-6,0.001103559,0.000310165,0.739393939,0,0
4.38862E-6,0.002746555,0.000891921,0.727272727,0,0
8.66851E-6,0.005217434,0.001760214,0.719191919,0,0
2.13514E-5,0.011127393,0.004324449,0.711111111,0,0
3.94845E-5,0.028326395,0.007967807,0.701010101,0,0
5.22832E-5,0.05143465,0.010523339,0.690909091,0,0
1.04451E-4,0.107592263,0.020804985,0.676767677,0,0
1.7168E-4,0.202800178,0.033744043,0.662626263,0,0
2.12115E-4,0.320884252,0.041362974,0.650505051,0,0
2.88604E-4,0.420619413,0.055451361,0.642424242,0,0
3.37562E-4,0.516303196,0.064253588,0.636363636,0,0
3.47174E-4,0.619990585,0.065962487,0.63030303,0,0
3.69516E-4,0.7276742,0.069910699,0.624242424,0,0
3.96608E-4,0.767335039,0.074653845,0.622222222,0,0
4.10908E-4,0.808425888,0.07713793,0.62020202,0,0
4.31755E-4,0.936090445,0.080735417,0.614141414,0,0
4.43523E-4,1.024322361,0.082753784,0.61010101,0,0
4.64711E-4,1.115455168,0.086365686,0.606060606,0,0
4.94753E-4,1.213553409,0.091438437,0.602020202,0,0
5.00297E-4,1.313604386,0.092368496,0.597979798,0,0
5.14961E-4,1.416411454,0.094819014,0.593939394,0,0
5.3218E-4,1.521312184,0.097679961,0.58989899,0,0
5.91726E-4,1.750654409,0.107435132,0.581818182,0,0
6.23259E-4,2.058802695,0.1125162,0.571717172,0,0
6.42167E-4,2.313301296,0.115535262,0.563636364,0,0
6.52046E-4,2.508592675,0.11710444,0.557575758,0,0
6.79372E-4,2.774088993,0.121416266,0.549494949,0,0
6.98112E-4,3.051770327,0.124348909,0.541414141,0,0
7.18264E-4,3.265339277,0.127480864,0.535353535,0,0
7.5608E-4,3.560256063,0.133298016,0.527272727,0,0
7.84222E-4,3.794656164,0.137576938,0.521212121,0,0
8.03008E-4,4.034574045,0.14040983,0.515151515,0,0
8.21123E-4,4.280655413,0.143124004,0.509090909,0,0
8.36839E-4,4.529939401,0.145464765,0.503030303,0,0
8.52123E-4,4.783119092,0.14772915,0.496969697,0,0
8.7751E-4,5.045089167,0.151463754,0.490909091,0,0
9.17722E-4,5.316599881,0.157312592,0.484848485,0,0
9.40553E-4,5.503809977,0.160597696,0.480808081,0.016666667,0
9.47745E-4,5.78748452,0.161627353,0.474747475,0.016666667,0
9.60503E-4,6.073678542,0.163447402,0.468686869,0.016666667,0
1.007E-3,6.272387072,0.170014768,0.464646465,0.016666667,0
1.01964E-3,6.576031644,0.171781855,0.458585859,0.016666667,0
1.06327E-3,6.788167755,0.17782491,0.454545455,0.016666667,0
1.09223E-3,7.006538027,0.181788802,0.450505051,0.016666667,0
1.105E-3,7.337019672,0.183523018,0.444444444,0.016666667,0
1.14107E-3,7.563759626,0.188385656,0.44040404,0.016666667,0
1.17571E-3,7.797193635,0.193001048,0.436363636,0.016666667,0
1.20201E-3,8.036801528,0.196469354,0.432323232,0.016666667,0
1.2185E-3,8.279513757,0.19863054,0.428282828,0.016666667,0
1.24428E-3,8.527564115,0.201983228,0.424242424,0.016666667,0
1.24728E-3,8.7767961,0.202372522,0.42020202,0.016666667,0
1.26323E-3,9.028915394,0.204431016,0.416161616,0.016666667,0
1.28435E-3,9.284066894,0.207141323,0.412121212,0.033333333,0
1.29868E-3,9.543168531,0.208968764,0.408080808,0.033333333,0
1.39841E-3,9.816035621,0.221462098,0.404040404,0.05,0
1.44147E-3,10.102968799,0.226735565,0.4,0.05,0
1.45576E-3,10.393996013,0.228469429,0.395959596,0.05,0
1.45949E-3,10.539945167,0.228921361,0.393939394,0.05,0
1.47252E-3,10.834092466,0.230494309,0.38989899,0.05,0
1.48211E-3,11.129740866,0.231647049,0.385858586,0.05,0
1.48305E-3,11.278045754,0.231759985,0.383838384,0.05,0
1.49564E-3,11.576362926,0.233269216,0.37979798,0.05,0
1.52325E-3,11.880576232,0.236555896,0.375757576,0.05,0
1.5327E-3,12.033846261,0.237674985,0.373737374,0.05,0
1.56194E-3,12.343828224,0.24111612,0.36969697,0.05,0
1.57679E-3,12.50150704,0.242851369,0.367676768,0.05,0
1.58375E-3,12.817609188,0.243662434,0.363636364,0.066666667,0
1.59103E-3,13.135583197,0.244508965,0.35959596,0.066666667,0
1.59495E-3,13.295078384,0.244963592,0.357575758,0.066666667,0
1.6018E-3,13.615295645,0.245756898,0.353535354,0.066666667,0
1.60309E-3,13.775604277,0.245905715,0.351515152,0.066666667,0
1.6329E-3,14.101476179,0.24933847,0.347474747,0.066666667,0
1.63736E-3,14.265212576,0.249850023,0.345454545,0.066666667,0
1.66574E-3,14.596508682,0.253083635,0.341414141,0.066666667,0
1.75406E-3,14.771914256,0.262973755,0.339393939,0.1,0
1.7867E-3,15.127641957,0.266563713,0.335353535,0.116666667,0
1.82702E-3,15.310343634,0.270948526,0.333333333,0.116666667,0
1.84382E-3,15.561455899,0.272760924,0.329292929,0.116666667,0
1.86891E-3,15.866884487,0.275449506,0.327272727,0.133333333,0
1.89043E-3,16.055927317,0.27774065,0.325252525,0.133333333,0
1.90823E-3,16.436453595,0.279624629,0.321212121,0.133333333,0
1.9096E-3,16.627413727,0.279769461,0.319191919,0.133333333,0
1.95357E-3,16.822770825,0.284379381,0.317171717,0.133333333,0
2.00815E-3,17.02358558,0.29001993,0.315151515,0.133333333,0
2.01316E-3,17.426197577,0.290533075,0.311111111,0.133333333,0
2.0285E-3,17.62904755,0.292100655,0.309090909,0.133333333,0
