X,Y,GadusMacrocephalus_PA1_RUN1 logistic values
-178.5,72.5,0.15086004
-176.5,71.5,0.18437852
-175.5,71.5,0.20736425
-174.5,71.5,0.21796376
-176.5,70.5,0.23222354
-172.5,70.5,0.2725054
-170.5,70.5,0.29098067
-178.5,69.5,0.2952988
-176.5,69.5,0.26776704
-174.5,69.5,0.2833439
-176.5,68.5,0.2801021
-174.5,68.5,0.31508672
-171.5,68.5,0.34240782
-169.5,67.5,0.40644303
-168.5,66.5,0.46192688
-167.5,66.5,0.50000966
-169.5,65.5,0.3681009
-169.5,64.5,0.40913257
-168.5,64.5,0.47243688
-179.5,63.5,0.66943747
-167.5,63.5,0.67964435
-178.5,62.5,0.6128783
-176.5,62.5,0.5794519
-173.5,62.5,0.58602595
-172.5,62.5,0.5754285
-179.5,61.5,0.63019425
-178.5,61.5,0.61113334
-172.5,61.5,0.6214147
-169.5,61.5,0.6482694
-167.5,61.5,0.6936976
-170.5,60.5,0.65921855
175.5,60.5,0.04913488
176.5,60.5,0.03983112
157.5,59.5,0.52801865
158.5,59.5,0.56461245
175.5,59.5,0.027770482
176.5,59.5,0.027174497
-179.5,58.5,0.03218487
-146.5,58.5,0.07388347
156.5,58.5,0.5282153
168.5,58.5,0.041077655
175.5,58.5,0.0465965
-179.5,57.5,0.13780044
-178.5,57.5,0.13287675
-144.5,57.5,0.1737522
-143.5,57.5,0.15839748
144.5,57.5,0.624184
145.5,57.5,0.63892347
147.5,57.5,0.61584693
149.5,57.5,0.58438987
150.5,57.5,0.57183355
154.5,57.5,0.4933283
167.5,57.5,0.03860181
171.5,57.5,0.42081103
172.5,57.5,0.09747729
175.5,57.5,0.12900628
176.5,57.5,0.08163364
177.5,57.5,0.12610833
179.5,57.5,0.029896613
-178.5,56.5,0.13914092
-175.5,56.5,0.16941287
-174.5,56.5,0.23859854
-146.5,56.5,0.7292676
-144.5,56.5,0.14442734
-142.5,56.5,0.1590459
-140.5,56.5,0.17673914
-139.5,56.5,0.2225753
-138.5,56.5,0.2514076
-137.5,56.5,0.3803542
141.5,56.5,0.6783542
144.5,56.5,0.59602755
145.5,56.5,0.61505145
147.5,56.5,0.5682783
148.5,56.5,0.5969402
149.5,56.5,0.58846295
