X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-125.5,47.5,train,0.0051069194201021125,30.83118416176669,0.4002754986057693
-129.5,51.5,train,0.06628591457487086,93.09952447686315,0.8965127155299267
-151.5,57.5,train,0.19635878922799632,100.0,0.9624941058716091
-157.5,54.5,train,0.008157147911217612,54.4654270208125,0.5159897680648314
-163.5,55.5,train,0.021347185882702388,86.0554055301444,0.7361408868002758
-163.5,56.5,train,0.02026203702266922,85.85356490231678,0.7258833019398716
-163.5,57.5,train,0.014596937192037944,83.40747573145856,0.656085498058303
-164.5,57.5,train,0.014096351045268537,83.03576218944316,0.6481694005696648
-165.5,55.5,train,0.04129456236800544,89.49890996523986,0.8436732795880262
-165.5,58.5,train,0.0132848993961565,82.43336284634174,0.6345332321151682
-166.5,54.5,train,0.14471606093704242,100.0,0.9497820461553688
-166.5,55.5,train,0.0865209291409144,96.0148684223933,0.9187492096668595
-167.5,54.5,train,0.10788473306326819,99.09279694185918,0.9337732807199948
-167.5,57.5,train,0.013800872663420487,82.81641373972921,0.6433234148497676
-167.5,59.5,train,0.012655389287667391,81.52784454247184,0.6232038757587031
-168.5,56.5,train,0.0177876675523659,85.39329048150188,0.6992211267201797
-168.5,57.5,train,0.017429763953355274,85.32671601888822,0.6949291003031799
-168.5,58.5,train,0.01279563740829679,82.07014357216308,0.6257883309861585
-169.5,52.5,train,0.12207535596273268,100.0,0.9410177154017692
-169.5,55.5,train,0.013066291859906619,82.2710718569625,0.630676960344721
-169.5,56.5,train,0.017724554629820713,85.38155070320835,0.6984730606644294
-169.5,57.5,train,0.017690721137392597,85.3752572583165,0.6980705042969743
-169.5,59.5,train,0.012110278465180858,78.88972780246492,0.6128103430131762
-170.5,52.5,train,0.16614858636295698,100.0,0.9559747761300906
-170.5,53.5,train,0.01119836802283501,74.80556924350354,0.5940791469985096
-170.5,54.5,train,0.01844786832820239,85.51609592965688,0.7068295004144687
-170.5,55.5,train,0.0028476219947944376,19.450952590997954,0.2712224042672959
-170.5,58.5,train,0.011614135406861625,75.7951002800706,0.6028391927419005
-171.5,51.5,train,9.252514724082684E-4,5.406139007964235,0.10787785766969903
-171.5,53.5,train,0.007301374579297702,43.95524862865118,0.4882893747286014
-171.5,56.5,train,0.032824400485725005,88.19030186735061,0.8109597485471514
-171.5,60.5,train,0.009507633324624698,63.92721189644407,0.5540829077796742
-172.5,52.5,train,0.1495580497384754,100.0,0.9513287373623729
-172.5,56.5,train,0.05171664328214848,91.000473722825,0.8711164017945804
-172.5,57.5,train,0.016432663272848883,85.14124323569457,0.6822990064347537
-172.5,59.5,train,0.009792559526810218,65.46941838875125,0.5613663497516803
-173.5,58.5,train,0.013986353110011495,82.95410519540357,0.6463808462615795
-173.5,59.5,train,0.012284542829109846,79.26946265000284,0.6161948185255559
-173.5,60.5,train,0.010352470153812212,69.39104201545307,0.5750074738183528
-174.5,57.5,train,6.561210114325217E-4,3.971310553432292,0.07897733470927107
-174.5,59.5,train,0.009713137005183479,65.05782078746032,0.5593601341024694
-175.5,52.5,train,0.003005896825953734,20.877989148319696,0.2820455123658517
-175.5,58.5,train,0.015565218405661154,84.44275562722808,0.6704288100416994
-176.5,59.5,train,0.014220358606579856,83.1278418049171,0.650164177163368
-176.5,60.5,train,0.009914125981100913,67.21902281826233,0.564401986462311
-176.5,61.5,train,0.009237218956683814,60.0352528646098,0.5469431280319694
-177.5,58.5,train,5.095383897111012E-4,3.32106962934329,0.06243478304901456
-177.5,59.5,train,0.013086640603188102,82.2861784618267,0.6310393470512575
-177.5,61.5,train,0.009400315534688349,61.85023455588548,0.5512764864197162
-178.5,51.5,train,0.17311417876615115,100.0,0.9576712353881761
-178.5,59.5,train,0.005212253909568949,31.150028488718437,0.40518629090277186
-178.5,60.5,train,0.00960013025569212,64.57414210546828,0.5564737394037375
-179.5,52.5,train,0.06635853414730251,93.10998708513699,0.8966142584236755
174.5,51.5,train,2.3296459041623432E-4,1.1597467842728106,0.02954694980368372
174.5,52.5,train,0.16750944712814914,100.0,0.9563168168043585
175.5,51.5,train,0.00970847961666981,65.03368479617973,0.5592419185141378
175.5,52.5,train,0.17102212199769332,100.0,0.9571756158779013
176.5,51.5,train,3.958927670081288E-4,2.3839762711745127,0.04919459815905091
177.5,51.5,train,0.010858642349111181,71.71871180871344,0.5866291204604502
178.5,51.5,train,0.1462097012164021,100.0,0.950269547314128
