GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS598386701	2021-04-10 16:31:04.860682	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Campo Andino--pueblo y alrededores	L2763044	H	-31.2333000	-60.5333000	2018-01-27	10:30:00	obsr545687	S44458106	Historical	P62	EBIRD	510	20.000	161.8743	3	1	G3083348	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1036873237	2021-04-10 16:31:04.860682	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			X				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Campo Andino--pueblo y alrededores	L2763044	H	-31.2333000	-60.5333000	2018-01-27	10:30:00	obsr2067790	S78053064	Historical	P62	EBIRD	510	5.000	80.9371	3	1	G3083348	0	1	1		por el camino de laguna paiva a campo andino y de campo andino al saladillo		
URN:CornellLabOfOrnithology:EBIRD:OBS576563512	2021-03-25 04:15:24.921167	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Bañados de Sauce Viejo	L3955105	H	-31.7882987	-60.8362985	2018-02-11	08:30:00	obsr435325	S42671032	Traveling	P22	EBIRD_ARG	90	3.000		1	1		0	1	1		Caminata por ambientes de Galería Paranaense, en cruce de Calle Estados Unidos y río Coronda. Hay una importante laguna		
URN:CornellLabOfOrnithology:EBIRD:OBS577398826	2021-04-10 16:31:04.860682	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			3				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Campo Andino--pueblo y alrededores	L2763044	H	-31.2333000	-60.5333000	2018-02-13	09:00:00	obsr535219	S42739135	Traveling	P22	EBIRD_ARG	300	5.000		2	1	G2941413	1	1	1		Una parte del desplazamiento se hizo en vehículo a velocidad muy lenta.		
URN:CornellLabOfOrnithology:EBIRD:OBS577406061	2021-04-10 16:31:04.860682	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Campo Andino--pueblo y alrededores	L2763044	H	-31.2333000	-60.5333000	2018-02-13	09:00:00	obsr642518	S42739662	Traveling	P22	EBIRD_ARG	300	5.000		2	1	G2941413	1	1	1		Una parte del desplazamiento se hizo en vehículo a velocidad muy lenta.		
URN:CornellLabOfOrnithology:EBIRD:OBS689155520	2021-03-25 04:15:24.921167	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Establecimiento Rincon del Bañado	L4577531	H	-31.6187434	-60.6269360	2018-12-24	07:00:00	obsr535219	S50924536	Traveling	P22	EBIRD_ARG	180	4.000		1	1		0	1	1		Saliendo desde mi casa, hacia el terraplen, caminando por zonas bajas recien inundadas por la creciente y por zonas mas altas de monte de espinillo muy degradados por el hombre.		
URN:CornellLabOfOrnithology:EBIRD:OBS684416144	2021-04-10 16:31:04.860682	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Campo Andino--pueblo y alrededores	L2763044	H	-31.2333000	-60.5333000	2018-12-09	13:05:00	obsr926785	S50555678	Traveling	P22	EBIRD	135	1.730		3	1	G3638592	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS712159346	2020-06-24 10:12:44	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Unnamed Road, Santa Fe, AR (-31.451, -60.793)	L8634353	P	-31.4513684	-60.7931966	2019-02-16	08:56:00	obsr545687	S52846491	Traveling	P22	EBIRD	97	1.490		3	1	G3865946	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831444731	2020-06-24 10:12:45	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Bañados del Saladillo	L9081173	H	-31.2383780	-60.4814895	2019-11-24	13:12:00	obsr435325	S61720736	Traveling	P22	EBIRD	60	1.000		7	1	G4694105	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831450699	2020-06-24 10:12:45	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Bañados del Saladillo	L9081173	H	-31.2383780	-60.4814895	2019-11-24	13:12:00	obsr968047	S61721157	Traveling	P22	EBIRD	60	1.000		7	1	G4694105	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831520094	2020-06-24 10:12:45	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Bañados del Saladillo	L9081173	H	-31.2383780	-60.4814895	2019-11-24	13:12:00	obsr914504	S61726276	Traveling	P22	EBIRD	60	1.000		7	1	G4694105	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831467624	2020-06-24 10:12:44	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			9				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Laguna Añapiré	L9078179	H	-31.2310765	-60.5143410	2019-11-24	10:32:00	obsr435732	S61722350	Traveling	P22	EBIRD	120	2.000		7	1	G4694103	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831519928	2020-06-24 10:12:44	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			9				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Laguna Añapiré	L9078179	H	-31.2310765	-60.5143410	2019-11-24	10:32:00	obsr914504	S61726269	Traveling	P22	EBIRD	120	2.000		7	1	G4694103	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS830189986	2021-03-25 04:15:24.921167	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Camino alternativo Laguna Paiva - Campo Andino	L10198908	H	-31.2310795	-60.6085193	2019-11-20	12:10:00	obsr926785	S61623878	Traveling	P22	EBIRD	114	4.490		2	1	G4688267	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831625180	2020-06-24 10:12:45	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Bañados del Saladillo	L9081173	H	-31.2383780	-60.4814895	2019-11-24	13:12:00	obsr532773	S61733744	Traveling	P22	EBIRD	60	1.000		7	1	G4694105	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831450422	2020-06-24 10:12:44	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			9				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Laguna Añapiré	L9078179	H	-31.2310765	-60.5143410	2019-11-24	10:32:00	obsr968047	S61721146	Traveling	P22	EBIRD	120	2.000		7	1	G4694103	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831467378	2020-06-24 10:12:45	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Bañados del Saladillo	L9081173	H	-31.2383780	-60.4814895	2019-11-24	13:12:00	obsr435732	S61722334	Traveling	P22	EBIRD	60	1.000		7	1	G4694105	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831625232	2020-06-24 10:12:44	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			9				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Laguna Añapiré	L9078179	H	-31.2310765	-60.5143410	2019-11-24	10:32:00	obsr532773	S61733747	Traveling	P22	EBIRD	120	2.000		7	1	G4694103	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS830670047	2021-03-25 04:15:24.921167	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Ruta Provincial 2, Santa Fe, AR (-31.228, -60.642)	L7620665	P	-31.2283514	-60.6419466	2019-11-20	12:10:00	obsr1096007	S61660585	Traveling	P22	EBIRD	114	4.490		2	1	G4688267	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831527263	2020-06-24 10:12:44	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			9				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Laguna Añapiré	L9078179	H	-31.2310765	-60.5143410	2019-11-24	10:32:00	obsr535219	S61726718	Traveling	P22	EBIRD	120	2.000		7	1	G4694103	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831611143	2020-06-24 10:12:44	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			9				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Laguna Añapiré	L9078179	H	-31.2310765	-60.5143410	2019-11-24	10:32:00	obsr315390	S61732681	Traveling	P22	EBIRD	120	2.000		7	1	G4694103	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831441245	2020-06-24 10:12:44	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			9				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Laguna Añapiré	L9078179	H	-31.2310765	-60.5143410	2019-11-24	10:32:00	obsr435325	S61720449	Traveling	P22	EBIRD	120	2.000		7	1	G4694103	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831611277	2020-06-24 10:12:45	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Bañados del Saladillo	L9081173	H	-31.2383780	-60.4814895	2019-11-24	13:12:00	obsr315390	S61732687	Traveling	P22	EBIRD	60	1.000		7	1	G4694105	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831527711	2020-06-24 10:12:45	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Bañados del Saladillo	L9081173	H	-31.2383780	-60.4814895	2019-11-24	13:12:00	obsr535219	S61726740	Traveling	P22	EBIRD	60	1.000		7	1	G4694105	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS841085400	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Zona entre Calle 121 y ruta 1	L12478635	H	-31.5245752	-60.4729284	2019-12-22	11:17:00	obsr926785	S62542526	Traveling	P22	EBIRD	142	1.020		2	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS841085630	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			3				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Arroyo Leyes y puente RP 1	L4657909	H	-31.4965064	-60.4444599	2019-12-22	16:34:00	obsr926785	S62542546	Traveling	P22	EBIRD	162	3.670		2	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS997750566	2020-10-25 19:16:31	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Unnamed Road, Santa Fe, AR (-31.233, -60.508)	L12525588	P	-31.2328297	-60.5078961	2020-10-17	16:54:00	obsr972302	S74986374	Traveling	P22	EBIRD_ARG	22	4.870		2	1	G5811430	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1036828990	2020-12-27 08:21:36.165979	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Camino alternativo Laguna Paiva - Campo Andino	L10198908	H	-31.2310795	-60.6085193	2020-10-17	15:20:00	obsr2067790	S78049383	Traveling	P22	EBIRD_ARG	37	4.890		2	1	G5811435	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1036829989	2020-12-27 08:22:25.748026	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Unnamed Road, Santa Fe, AR (-31.233, -60.508)	L12525588	P	-31.2328297	-60.5078961	2020-10-17	16:54:00	obsr2067790	S78049447	Traveling	P22	EBIRD_ARG	22	4.870		2	1	G5811430	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS997821957	2020-10-25 19:51:10	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Camino alternativo Laguna Paiva - Campo Andino	L10198908	H	-31.2310795	-60.6085193	2020-10-17	15:20:00	obsr972302	S74992066	Traveling	P22	EBIRD_ARG	37	4.890		2	1	G5811435	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS998244216	2020-10-25 19:16:31	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Unnamed Road, Santa Fe, AR (-31.233, -60.508)	L12525588	P	-31.2328297	-60.5078961	2020-10-17	16:54:00	obsr937754	S75020834	Traveling	P22	EBIRD_ARG	22	4.870		2	1	G5811430	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS998244646	2020-10-18 15:23:03	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Camino alternativo Laguna Paiva - Campo Andino	L10198908	H	-31.2310795	-60.6085193	2020-10-17	15:20:00	obsr937754	S75020859	Traveling	P22	EBIRD_ARG	37	4.890		2	1	G5811435	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1006344150	2021-03-25 04:15:24.921167	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2			Unknown Sex, Juvenile (1); Unknown Sex, Adult (1)	Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Calle Montenegro	L12649299	P	-31.5865685	-60.5273277	2020-11-01	08:00:00	obsr1319465	S75756103	Traveling	P22	EBIRD_ARG	150	3.000		2	1		1	1	1			un adulto y un juvenil	
URN:CornellLabOfOrnithology:EBIRD:OBS1036165290	2021-03-25 04:15:24.921167	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2020-12-26	09:55:00	obsr926785	S77999961	Traveling	P22	EBIRD	119	1.730		2	1	G6088928	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1029304336	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2020-12-15	11:23:00	obsr926785	S77514205	Traveling	P22	EBIRD	143	2.770		2	1	G6009422	1	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1041931120	2021-03-25 04:15:24.921167	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2020-12-26	09:55:00	obsr719451	S78464044	Traveling	P22	EBIRD	119	1.730		2	1	G6088928	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1026665280	2020-12-13 18:51:04.929475	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Laguna Añapiré	L9078179	H	-31.2310765	-60.5143410	2020-12-06	10:00:00	obsr636257	S77325613	Traveling	P22	EBIRD_ARG	60	0.500		3	1	G5991826	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1029870502	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2020-12-15	11:23:00	obsr719451	S77553253	Traveling	P22	EBIRD	143	2.770		2	1	G6009422	1	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1033802599	2021-03-25 04:15:24.921167	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2020-12-21	09:59:00	obsr719451	S77831871	Traveling	P22	EBIRD	137	2.340		2	1	G6036193	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1033171501	2021-03-25 04:15:24.921167	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2020-12-21	09:59:00	obsr926785	S77788113	Traveling	P22	EBIRD	137	2.340		2	1	G6036193	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1026769237	2020-12-13 18:51:19.132807	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Laguna Añapiré	L9078179	H	-31.2310765	-60.5143410	2020-12-06	10:00:00	obsr628462	S77330076	Traveling	P22	EBIRD_ARG	60	0.500		3	1	G5991826	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1036875195	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2020-12-27	08:40:00	obsr719451	S78053245	Traveling	P22	EBIRD	172	2.400		2	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1047901148	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-09	16:30:00	obsr926785	S78953435	Traveling	P22	EBIRD	76	1.400		2	1	G6137942	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1051892263	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-15	08:24:00	obsr719451	S79262687	Traveling	P22	EBIRD	91	1.210		2	1	G6158636	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1057197529	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			3				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-22	09:03:00	obsr926785	S79708126	Traveling	P22	EBIRD	64	1.270		2	1	G6205504	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1051217042	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-13	08:15:00	obsr719451	S79170135	Traveling	P22	EBIRD	242	2.280		2	1	G6153727	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1049476744	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-06	07:55:00	obsr926785	S79080019	Traveling	P22	EBIRD	273	2.150		2	1	G6143695	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1047232108	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			3				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-08	08:33:00	obsr719451	S78898422	Traveling	P22	EBIRD	225	2.770		2	1	G6127177	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1052196944	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-15	08:24:00	obsr926785	S79287800	Traveling	P22	EBIRD	91	1.210		2	1	G6158636	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1051311781	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-13	08:15:00	obsr926785	S79220048	Traveling	P22	EBIRD	242	2.280		2	1	G6153727	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1048724826	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-09	16:30:00	obsr719451	S79021342	Traveling	P22	EBIRD	76	1.400		2	1	G6137942	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1045653205	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-06	07:55:00	obsr719451	S78770895	Traveling	P22	EBIRD	273	2.150		2	1	G6143695	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1059535126	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-25	08:23:00	obsr926785	S79901508	Traveling	P22	EBIRD	46	0.470		2	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1060762957	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			2				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-27	08:35:00	obsr926785	S79998989	Traveling	P22	EBIRD	225	3.700		2	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1047690790	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-09	08:55:00	obsr926785	S78929021	Traveling	P22	EBIRD	254	3.480		2	1	G6137940	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1047150277	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			3				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-08	08:33:00	obsr926785	S78889642	Traveling	P22	EBIRD	225	2.770		2	1	G6127177	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1048726956	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-09	08:55:00	obsr719451	S79021313	Traveling	P22	EBIRD	254	3.480		2	1	G6137940	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1059009719	2021-03-31 05:46:48.742424	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			3				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-01-22	09:03:00	obsr719451	S79859986	Traveling	P22	EBIRD	64	1.270		2	1	G6205504	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1084016706	2021-03-08 14:09:50.25035	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Jardín Botánico Municipal Ing. Lorenzo Parodi	L12940650	H	-31.5870902	-60.7072949	2021-02-27	18:06:00	obsr926785	S82464545	Traveling	P22	EBIRD	57	2.800		2	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1072387218	2021-02-26 19:13:22.510486	16668	species	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus			1				Argentina	AR	Santa Fe	AR-S	La Capital	AR-S-LP					Laguna Añapiré	L9078179	H	-31.2310765	-60.5143410	2021-02-12	17:19:00	obsr926785	S81170294	Stationary	P21	EBIRD_ARG	65			2	1		0	1	1				
