X,Y,GadusMacrocephalus_PA1_RUN6 logistic values
-176.5,71.5,0.03750322
-174.5,71.5,0.050191104
-175.5,70.5,0.06604724
-171.5,70.5,0.084587745
-178.5,69.5,0.09948069
-177.5,69.5,0.09999822
-174.5,69.5,0.09582619
-173.5,69.5,0.10165572
-168.5,69.5,0.14989953
-167.5,69.5,0.17762624
-166.5,69.5,0.21173951
-175.5,68.5,0.11726965
-174.5,68.5,0.1274888
-173.5,68.5,0.13608073
-172.5,68.5,0.13019653
-171.5,68.5,0.1394368
-170.5,68.5,0.1527866
-169.5,68.5,0.16902895
-168.5,68.5,0.20033531
-167.5,68.5,0.24574369
-171.5,67.5,0.16371244
-169.5,66.5,0.2263025
-167.5,66.5,0.30866984
-169.5,65.5,0.17717332
-168.5,65.5,0.20788163
-169.5,64.5,0.22636445
-178.5,62.5,0.5407753
-176.5,62.5,0.4861075
-175.5,62.5,0.4779389
-173.5,62.5,0.47016612
-167.5,62.5,0.6080317
-166.5,62.5,0.6834823
-179.5,61.5,0.58626115
-178.5,61.5,0.56261957
-171.5,61.5,0.51545924
-169.5,61.5,0.55170757
-168.5,61.5,0.6056574
-168.5,60.5,0.6014643
177.5,60.5,0.07937323
157.5,59.5,0.43786502
158.5,59.5,0.48830256
159.5,59.5,0.49100465
-146.5,58.5,0.16392277
155.5,58.5,0.39915514
156.5,58.5,0.4298161
157.5,58.5,0.46911934
165.5,58.5,0.040569197
167.5,58.5,0.05644955
168.5,58.5,0.07525125
169.5,58.5,0.11836554
170.5,58.5,0.37197974
171.5,58.5,0.31641594
172.5,58.5,0.07179373
173.5,58.5,0.08185571
175.5,58.5,0.09207621
176.5,58.5,0.055348225
178.5,58.5,0.063977435
-178.5,57.5,0.2596698
-177.5,57.5,0.30568236
-176.5,57.5,0.37714273
-147.5,57.5,0.12700114
-143.5,57.5,0.27521944
-140.5,57.5,0.33066735
144.5,57.5,0.6071873
145.5,57.5,0.61690676
149.5,57.5,0.54894423
154.5,57.5,0.44607097
167.5,57.5,0.076444596
168.5,57.5,0.07424395
171.5,57.5,0.49364316
175.5,57.5,0.24524726
-177.5,56.5,0.28144023
-175.5,56.5,0.31370538
-148.5,56.5,0.24244666
-145.5,56.5,0.24530704
-144.5,56.5,0.26683637
-141.5,56.5,0.2813857
-140.5,56.5,0.27680087
-138.5,56.5,0.33679318
-137.5,56.5,0.4450764
141.5,56.5,0.63882685
