X,Y,GadusMacrocephalus_PA1_RUN3 logistic values
-176.5,71.5,0.0879489
-175.5,71.5,0.103394605
-173.5,71.5,0.112954274
-175.5,70.5,0.13306756
-174.5,70.5,0.14003326
-170.5,70.5,0.17010444
-175.5,69.5,0.16081029
-174.5,69.5,0.17082481
-173.5,69.5,0.17910826
-172.5,69.5,0.1859467
-171.5,69.5,0.19573303
-170.5,69.5,0.20770347
-169.5,69.5,0.22063877
-168.5,69.5,0.24125433
-167.5,69.5,0.27116975
-166.5,69.5,0.30421808
-173.5,68.5,0.21554379
-172.5,68.5,0.21350706
-171.5,68.5,0.22574358
-170.5,68.5,0.24138252
-169.5,68.5,0.25974438
-168.5,68.5,0.293166
-167.5,68.5,0.3370175
-170.5,67.5,0.27193657
-169.5,67.5,0.29344136
-169.5,66.5,0.3173508
-167.5,66.5,0.39833528
-168.5,65.5,0.29332393
-179.5,63.5,0.6314524
-177.5,63.5,0.4865089
-177.5,62.5,0.5414802
-176.5,62.5,0.5261775
-175.5,62.5,0.5218162
-167.5,62.5,0.6495541
-166.5,62.5,0.7121613
-179.5,61.5,0.6006979
-173.5,61.5,0.5644386
-171.5,61.5,0.5621052
-170.5,61.5,0.58206826
-170.5,60.5,0.61792874
-167.5,60.5,0.64536893
175.5,60.5,0.090826556
176.5,60.5,0.07677222
-179.5,59.5,0.09377553
158.5,59.5,0.5187902
174.5,59.5,0.06805877
175.5,59.5,0.059087865
176.5,59.5,0.05786314
178.5,59.5,0.065019384
-179.5,58.5,0.06816975
-146.5,58.5,0.14972353
-145.5,58.5,0.1832882
155.5,58.5,0.4381618
156.5,58.5,0.46950224
157.5,58.5,0.50393707
165.5,58.5,0.04331153
169.5,58.5,0.12250427
170.5,58.5,0.3725526
174.5,58.5,0.08621161
177.5,58.5,0.08432933
178.5,58.5,0.065285884
-175.5,57.5,0.22702672
-147.5,57.5,0.11273745
-146.5,57.5,0.17415464
-144.5,57.5,0.2709297
-143.5,57.5,0.25167164
-140.5,57.5,0.31465724
143.5,57.5,0.65126926
146.5,57.5,0.60893273
154.5,57.5,0.46958962
167.5,57.5,0.077784516
172.5,57.5,0.16620949
173.5,57.5,0.21063565
-178.5,56.5,0.22573653
-177.5,56.5,0.23501992
-176.5,56.5,0.24857716
-150.5,56.5,0.08630219
-149.5,56.5,0.13410309
-148.5,56.5,0.21098997
-147.5,56.5,0.2357627
-146.5,56.5,0.7393886
-145.5,56.5,0.21693566
-142.5,56.5,0.24929368
-138.5,56.5,0.327251
-137.5,56.5,0.436306
141.5,56.5,0.65464807
142.5,56.5,0.6453853
149.5,56.5,0.5638066
152.5,56.5,0.4853373
153.5,56.5,0.38717818
154.5,56.5,0.5698413
165.5,56.5,0.08033581
168.5,56.5,0.11209381
174.5,56.5,0.20455776
179.5,56.5,0.21118052
-179.5,55.5,0.21860293
-177.5,55.5,0.23084845
-173.5,55.5,0.3004564
-152.5,55.5,0.08798523
-151.5,55.5,0.1430139
-148.5,55.5,0.1842567
-147.5,55.5,0.19276972
-144.5,55.5,0.20366114
-143.5,55.5,0.22579648
-142.5,55.5,0.22396134
-140.5,55.5,0.27560928
-139.5,55.5,0.29183963
139.5,55.5,0.6875095
140.5,55.5,0.68636143
144.5,55.5,0.588913
148.5,55.5,0.52088547
152.5,55.5,0.5420198
153.5,55.5,0.50959915
154.5,55.5,0.58914506
164.5,55.5,0.046610355
167.5,55.5,0.39726868
173.5,55.5,0.20761624
175.5,55.5,0.2063327
177.5,55.5,0.20756978
-174.5,54.5,0.25615028
-168.5,54.5,0.7834363
-156.5,54.5,0.1631976
-150.5,54.5,0.76279444
-148.5,54.5,0.29818067
-146.5,54.5,0.20206876
-139.5,54.5,0.30065247
-135.5,54.5,0.35658875
-134.5,54.5,0.5452867
141.5,54.5,0.6813192
143.5,54.5,0.610364
146.5,54.5,0.31363243
148.5,54.5,0.42146793
153.5,54.5,0.5504252
165.5,54.5,0.039721712
166.5,54.5,0.43177754
167.5,54.5,0.8658294
168.5,54.5,0.70187783
169.5,54.5,0.28973678
171.5,54.5,0.21363083
173.5,54.5,0.21541451
174.5,54.5,0.20801806
175.5,54.5,0.42690384
179.5,54.5,0.8451702
-178.5,53.5,0.2227752
-177.5,53.5,0.22253041
-176.5,53.5,0.23007795
-174.5,53.5,0.24512102
-156.5,53.5,0.14306246
-154.5,53.5,0.16492786
-153.5,53.5,0.13984285
-151.5,53.5,0.15231304
-149.5,53.5,0.17727537
-136.5,53.5,0.3190065
-135.5,53.5,0.276146
146.5,53.5,0.25548744
147.5,53.5,0.35143778
154.5,53.5,0.65766484
