Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
8.76242E-13,0.000000001,0,0.892929293,0,0
3.18078E-12,0.000000003,0.000000001,0.874747475,0,0
1.08905E-11,0.00000001,0.000000002,0.850505051,0,0
5.84813E-11,0.000000025,0.000000011,0.838383838,0,0
2.36755E-10,0.00000012,0.000000043,0.824242424,0,0
1.22033E-9,0.000000315,0.000000222,0.818181818,0,0
2.94863E-9,0.000001215,0.000000536,0.81010101,0,0
1.18478E-8,0.000002821,0.000002154,0.806060606,0,0
3.67137E-8,0.000011086,0.000006674,0.8,0,0
8.72244E-8,0.000032615,0.000015857,0.791919192,0,0
2.31394E-7,0.000066317,0.000042065,0.787878788,0,0
4.21476E-7,0.000108465,0.000076618,0.785858586,0,0
9.68515E-7,0.000295419,0.000176043,0.77979798,0,0
1.21863E-6,0.000537312,0.000221496,0.775757576,0,0
1.40873E-6,0.00107211,0.000256039,0.767676768,0,0
2.30782E-6,0.002629446,0.000419382,0.751515152,0,0
7.85644E-6,0.005199112,0.001426251,0.739393939,0,0
1.09273E-5,0.010043384,0.001982625,0.729292929,0,0
3.76693E-5,0.025579723,0.006801631,0.715151515,0,0
5.38284E-5,0.050731319,0.009691067,0.705050505,0,0
8.0136E-5,0.106419171,0.014359383,0.688888889,0,0
1.52356E-4,0.213478472,0.026951482,0.668686869,0,0
1.87938E-4,0.301342678,0.03303792,0.658585859,0,0
2.13316E-4,0.402763054,0.037332629,0.648484848,0,0
2.42318E-4,0.519381753,0.042194256,0.638383838,0,0
2.72002E-4,0.626164545,0.047119461,0.63030303,0,0
2.80319E-4,0.709576642,0.048490329,0.624242424,0,0
2.85978E-4,0.766542145,0.049420892,0.62020202,0,0
2.93694E-4,0.825120089,0.050686714,0.616161616,0,0
3.02182E-4,0.915175572,0.052075268,0.61010101,0,0
3.10129E-4,1.007855901,0.05337183,0.604040404,0,0
3.13066E-4,1.101557397,0.053850003,0.597979798,0,0
3.18759E-4,1.22848279,0.054775569,0.58989899,0,0
3.28329E-4,1.325828025,0.056327446,0.583838384,0,0
3.39065E-4,1.425849841,0.058062401,0.577777778,0,0
3.49594E-4,1.530132092,0.059757684,0.571717172,0,0
3.62224E-4,1.779341743,0.061783202,0.557575758,0,0
3.83662E-4,2.003675495,0.065201281,0.545454545,0,0
4.13972E-4,2.284051171,0.069991853,0.531313131,0.016666667,0
4.45679E-4,2.543381499,0.074950945,0.519191919,0.016666667,0
4.58073E-4,2.769934187,0.076874985,0.509090909,0.016666667,0
4.78661E-4,3.007604953,0.080053436,0.498989899,0.016666667,0
4.92886E-4,3.251617041,0.082236891,0.488888889,0.016666667,0
