X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-125.5,47.5,train,0.0031260049005839316,23.71290924920786,0.360057966907626
-149.5,57.5,train,0.009497481928064645,68.35291788311284,0.6309182985822521
-150.5,57.5,train,0.04856710888145827,100.0,0.8973460701017729
-151.5,57.5,train,0.047343577473384295,100.0,0.8949717517016751
-153.5,55.5,train,8.469837033915093E-4,6.410771323398514,0.1322806896109017
-155.5,55.5,train,0.026292999122050662,100.0,0.8255532672161278
-161.5,56.5,train,0.016610594341900785,94.31964284464055,0.7493544558884168
-162.5,56.5,train,0.017763116683925998,95.38331562994262,0.7617423728966897
-163.5,55.5,train,0.01890323211929939,95.84929619859105,0.7728482742559912
-164.5,55.5,train,0.018358469724650106,95.62661964831727,0.7676738334752378
-164.5,56.5,train,0.017259194920792816,94.96191439235561,0.7564799371298607
-164.5,57.5,train,0.013643740815653355,91.11742143640991,0.7106231631495359
-165.5,57.5,train,0.013814655927834487,91.34047862947912,0.7131764590980285
-166.5,54.5,train,0.035503952090724704,100.0,0.8646868452536888
-166.5,55.5,train,0.032084531967033765,100.0,0.8523944256865532
-166.5,56.5,train,0.016633176298073215,94.34200444700215,0.7496095388567454
-167.5,54.5,train,0.028635806974848816,100.0,0.8375063015823517
-167.5,55.5,train,0.026624135445245844,100.0,0.8273483420117937
-167.5,56.5,train,0.016397576213684865,94.10868555671578,0.7469224065439093
-167.5,57.5,train,0.013611994114662653,91.07598958062724,0.710143885732352
-167.5,58.5,train,0.01254088118713862,89.47643224917333,0.6929879135414673
-168.5,55.5,train,0.01770049715572682,95.3577247925782,0.7611008482522026
-168.5,56.5,train,0.015853022055677825,93.56889397322577,0.740485175763653
-168.5,58.5,train,0.012345204795552941,88.80232355436043,0.6896319827209434
-169.5,52.5,train,0.03132868154991983,100.0,0.8493696495639182
-169.5,55.5,train,0.0061939663521080185,37.154834084444595,0.527150090650022
-169.5,56.5,train,0.01583347767690597,93.54951974150062,0.7402480465846496
-169.5,58.5,train,0.012060691742240755,86.73002831839463,0.6846194619926992
-169.5,59.5,train,0.011273937488443393,83.68274609243298,0.6698762221928373
-170.5,53.5,train,0.005746154180727059,35.31640777061061,0.5084148133888612
-170.5,59.5,train,0.01102117218612345,83.0408971909374,0.6648425459408801
-171.5,59.5,train,0.010501889305397636,79.53341346780778,0.6540041268336391
-171.5,60.5,train,0.008605640078741315,58.241303268149835,0.6076749591835378
-172.5,52.5,train,0.03500657359223732,100.0,0.8630276323254217
-172.5,57.5,train,0.014659121617477556,92.34415670125225,0.7251582474749355
-172.5,58.5,train,0.01419918839596708,91.84245962066244,0.7187594621078652
-173.5,60.5,train,0.00976138366784499,71.1361632746698,0.6372771951663156
-174.5,51.5,train,7.621355856944823E-4,5.757384874586308,0.12062772636700403
-174.5,58.5,train,0.013104947257245933,90.38277642231196,0.7022680222944218
-174.5,59.5,train,0.010276091529081472,78.92281431958597,0.6490695056213475
-174.5,60.5,train,0.010062046268808912,76.47334982358595,0.6442599874115978
-175.5,52.5,train,0.0022307728148739012,18.27577818468857,0.2864843866198746
-175.5,58.5,train,0.013990141022169814,91.56965145398104,0.7157515658703834
-175.5,61.5,train,0.008829492044016563,61.484015755302394,0.6137799344255225
-176.5,52.5,train,0.001752558513159598,14.301455453978438,0.2397972073752897
-176.5,58.5,train,0.005461631233177086,35.05325780854247,0.4957198907560766
-176.5,59.5,train,0.012698931610953208,89.73043973764831,0.6956460193094206
-176.5,60.5,train,0.010150547363863574,77.25625001122894,0.646264469492852
-177.5,58.5,train,0.0012875650731599768,10.922694228627742,0.18814398335456642
-177.5,60.5,train,0.010303824502441222,78.99780943329962,0.6496831555619506
-178.5,58.5,train,6.267015396897671E-4,4.910492181518166,0.10136462248073211
-178.5,59.5,train,0.006353357460920658,37.587263499475,0.5334785953958256
-179.5,60.5,train,0.005315058991823196,34.382547646261266,0.4889207513060184
172.5,53.5,train,0.0010529846413306738,7.202224268773861,0.15932758317066995
174.5,51.5,train,3.774607341983317E-4,1.665622755434893,0.06361621121318767
175.5,52.5,train,0.03794435377466026,100.0,0.8722780220259962
176.5,51.5,train,5.426526698026208E-4,3.7685952084624805,0.08897992302338761
177.5,51.5,train,0.00548932370007909,35.078870054160646,0.49698421141413296
178.5,51.5,train,0.03348781263963074,100.0,0.8576995517035483
179.5,52.5,train,0.013951448266928448,91.51915715965193,0.7151877613961082
