X,Y,GadusMacrocephalus_PA1_RUN4 logistic values
-177.5,72.5,0.098850176
-176.5,71.5,0.14313124
-175.5,71.5,0.15735798
-174.5,71.5,0.16512118
-176.5,70.5,0.18585283
-175.5,70.5,0.19540723
-177.5,69.5,0.24785894
-175.5,69.5,0.23215622
-170.5,69.5,0.27283853
-169.5,69.5,0.28487265
-168.5,69.5,0.3048831
-175.5,68.5,0.27382094
-174.5,68.5,0.28682253
-173.5,68.5,0.29604796
-172.5,68.5,0.28611082
-169.5,68.5,0.32623377
-167.5,68.5,0.39864352
-171.5,67.5,0.32267392
-170.5,67.5,0.34203622
-169.5,65.5,0.3418166
-169.5,64.5,0.38984817
-168.5,64.5,0.4422332
-178.5,63.5,0.5774988
-177.5,63.5,0.5414548
-179.5,62.5,0.6387223
-178.5,62.5,0.61138636
-177.5,62.5,0.58894396
-175.5,62.5,0.5716401
-174.5,62.5,0.5615561
-166.5,62.5,0.6903568
-179.5,61.5,0.6432811
-173.5,61.5,0.60166544
-172.5,61.5,0.5964815
-171.5,61.5,0.59000874
-170.5,61.5,0.60389197
-169.5,61.5,0.61268055
-167.5,61.5,0.648287
-170.5,60.5,0.63664824
-168.5,60.5,0.64478534
-167.5,60.5,0.64868414
-179.5,59.5,0.11357672
157.5,59.5,0.54723585
173.5,59.5,0.102258906
174.5,59.5,0.08614153
176.5,59.5,0.072988234
-146.5,58.5,0.11509533
156.5,58.5,0.5459354
157.5,58.5,0.573855
168.5,58.5,0.09894964
170.5,58.5,0.42710292
172.5,58.5,0.08922148
177.5,58.5,0.09405534
178.5,58.5,0.078892015
179.5,58.5,0.08262275
-177.5,57.5,0.21377292
-176.5,57.5,0.26772615
-175.5,57.5,0.23638731
-148.5,57.5,0.28864643
-147.5,57.5,0.087685734
-140.5,57.5,0.2642648
-139.5,57.5,0.2624422
145.5,57.5,0.66141844
149.5,57.5,0.6169635
150.5,57.5,0.6048064
165.5,57.5,0.09063706
166.5,57.5,0.08199766
174.5,57.5,0.18174808
176.5,57.5,0.13549387
177.5,57.5,0.17303741
179.5,57.5,0.078847416
-177.5,56.5,0.19608669
-148.5,56.5,0.16792837
-147.5,56.5,0.18978015
-146.5,56.5,0.6772455
-145.5,56.5,0.17595424
-144.5,56.5,0.19504975
-141.5,56.5,0.2183671
-140.5,56.5,0.2194291
-137.5,56.5,0.37727958
143.5,56.5,0.66506845
148.5,56.5,0.6274996
149.5,56.5,0.62219715
152.5,56.5,0.5496829
154.5,56.5,0.62759453
165.5,56.5,0.095403485
167.5,56.5,0.072710305
168.5,56.5,0.10913897
170.5,56.5,0.602263
172.5,56.5,0.184803
174.5,56.5,0.17252308
175.5,56.5,0.17011605
177.5,56.5,0.17245711
178.5,56.5,0.17521766
-174.5,55.5,0.23003864
-152.5,55.5,0.06850283
-149.5,55.5,0.17648613
-147.5,55.5,0.15559405
-145.5,55.5,0.17494337
-143.5,55.5,0.18728426
-141.5,55.5,0.21764486
-140.5,55.5,0.23421831
-138.5,55.5,0.29085803
-137.5,55.5,0.34206122
-136.5,55.5,0.34350812
139.5,55.5,0.6848287
140.5,55.5,0.67706996
144.5,55.5,0.6137836
146.5,55.5,0.62998635
148.5,55.5,0.57899016
153.5,55.5,0.5688603
154.5,55.5,0.6426007
165.5,55.5,0.80793947
167.5,55.5,0.34431958
170.5,55.5,0.31126586
172.5,55.5,0.17638351
173.5,55.5,0.17349187
174.5,55.5,0.17382216
176.5,55.5,0.17406903
177.5,55.5,0.17484641
-179.5,54.5,0.18278179
-175.5,54.5,0.20731658
-171.5,54.5,0.27119687
-169.5,54.5,0.43256626
-168.5,54.5,0.7202607
-152.5,54.5,0.15981993
-151.5,54.5,0.16192909
-150.5,54.5,0.7039235
-148.5,54.5,0.24599029
-146.5,54.5,0.16514271
-141.5,54.5,0.2015663
-139.5,54.5,0.26002982
-134.5,54.5,0.49062052
143.5,54.5,0.61176854
144.5,54.5,0.40520248
146.5,54.5,0.35550642
147.5,54.5,0.47525087
148.5,54.5,0.4795878
149.5,54.5,0.54152834
151.5,54.5,0.586865
152.5,54.5,0.59447414
162.5,54.5,0.2482389
163.5,54.5,0.025660368
165.5,54.5,0.03242909
166.5,54.5,0.37157708
168.5,54.5,0.642744
169.5,54.5,0.2427258
170.5,54.5,0.25212663
171.5,54.5,0.17677227
174.5,54.5,0.17286426
178.5,54.5,0.57507265
179.5,54.5,0.8077281
-179.5,53.5,0.606031
-176.5,53.5,0.19260243
-175.5,53.5,0.20272179
-174.5,53.5,0.20938942
-159.5,53.5,0.06179767
-156.5,53.5,0.111227244
-155.5,53.5,0.12831154
-154.5,53.5,0.13072021
-153.5,53.5,0.11126972
-151.5,53.5,0.122511156
-138.5,53.5,0.22675037
-135.5,53.5,0.24618876
144.5,53.5,0.45990396
147.5,53.5,0.39987895
149.5,53.5,0.36322993
151.5,53.5,0.5571263
153.5,53.5,0.6184954
154.5,53.5,0.6882454
164.5,53.5,0.2659097
166.5,53.5,0.088161215
169.5,53.5,0.35864812
170.5,53.5,0.5299519
171.5,53.5,0.2659032
174.5,53.5,0.17983651
-163.5,52.5,0.07330169
-162.5,52.5,0.10039401
-158.5,52.5,0.10996227
-156.5,52.5,0.12243401
-135.5,52.5,0.17351855
-134.5,52.5,0.2429584
-133.5,52.5,0.32592985
145.5,52.5,0.39088893
148.5,52.5,0.4494413
153.5,52.5,0.6253292
155.5,52.5,0.7404401
162.5,52.5,0.023899501
165.5,52.5,0.26358455
170.5,52.5,0.016263913
-167.5,51.5,0.08041059
-164.5,51.5,0.106490836
-163.5,51.5,0.09695038
-160.5,51.5,0.12204239
-159.5,51.5,0.09772974
-134.5,51.5,0.17744628
-132.5,51.5,0.22919884
-130.5,51.5,0.5192167
144.5,51.5,0.6572212
147.5,51.5,0.40030268
151.5,51.5,0.46566576
153.5,51.5,0.564585
154.5,51.5,0.6637156
160.5,51.5,0.0057978295
161.5,51.5,0.039115977
162.5,51.5,0.048428897
164.5,51.5,0.050531823
167.5,51.5,0.5223996
169.5,51.5,0.21103379
170.5,51.5,0.07293688
-177.5,50.5,0.023375554
-170.5,50.5,0.06996885
-169.5,50.5,0.081989415
-133.5,50.5,0.14886387
-132.5,50.5,0.1634532
-131.5,50.5,0.18557395
-129.5,50.5,0.3502018
144.5,50.5,0.5980929
148.5,50.5,0.4248464
150.5,50.5,0.39869922
154.5,50.5,0.4136687
159.5,50.5,0.0056662117
161.5,50.5,0.05386118
164.5,50.5,0.040801376
165.5,50.5,0.07671186
167.5,50.5,0.27791306
169.5,50.5,0.18029416
175.5,50.5,0.08965352
176.5,50.5,0.062608495
-179.5,49.5,0.07606666
-178.5,49.5,0.10330617
